concept_id,year,sex,age_group,patient_count,record_count,denominator,prevalence
4019824,2018,F,70-79,86,98,22040,0.00390199637023593
4019824,2018,F,80+,56,62,18355,0.00305093979842005
4019824,2018,M,30-39,9,11,35519,2.533855119795e-4
4019824,2018,M,40-49,31,37,30813,0.00100606886703664
4019824,2018,M,50-59,79,105,26848,0.00294249106078665
4019824,2018,M,60-69,108,129,22092,0.0048886474741988
4019824,2018,M,70-79,74,86,12748,0.00580483213053028
4019824,2018,M,80+,29,32,6586,0.00440327968417856
4019824,2019,F,30-39,6,8,33276,1.8031013342949e-4
4019824,2019,F,40-49,16,18,29993,5.3345780682159e-4
4019824,2019,F,50-59,28,30,29110,9.6186877361731e-4
4019824,2019,F,60-69,59,70,29006,0.00203406191822382
4019824,2019,F,70-79,91,102,22276,0.00408511402406177
4019824,2019,F,80+,63,69,18940,0.00332629355860612
4019824,2019,M,0-9,9,10,24589,3.6601732482004e-4
4019824,2019,M,30-39,9,9,36125,2.4913494809688e-4
4019824,2019,M,40-49,25,28,31058,8.049455856784e-4
4019824,2019,M,50-59,86,94,26863,0.00320142947548673
4019824,2019,M,60-69,84,89,22319,0.0037636094807115
4019824,2019,M,70-79,91,100,13083,0.00695559122525415
4019824,2019,M,80+,35,39,6838,0.00511845568879789
4019824,2020,F,0-9,6,6,22546,2.6612259380821e-4
4019824,2020,F,30-39,10,11,33647,2.9720331678901e-4
4019824,2020,F,40-49,7,7,29871,2.3434099963175e-4
4019824,2020,F,50-59,27,30,29031,9.300403017464e-4
4019824,2020,F,60-69,53,56,29306,0.00180850337814782
4019824,2020,F,70-79,91,98,22498,0.00404480398257623
4019824,2020,F,80+,63,69,19314,0.0032618825722274
4019824,2020,M,0-9,5,6,24039,2.0799534090436e-4
4019824,2020,M,30-39,16,19,36306,4.406985071338e-4
4019824,2020,M,40-49,25,27,31393,7.9635587551365e-4
4019824,2020,M,50-59,63,73,26941,0.00233844326491222
4019824,2020,M,60-69,94,103,22643,0.00415139336660337
4019824,2020,M,70-79,56,66,13254,0.004225139580504
4019824,2020,M,80+,33,40,7091,0.0046537864899168
4019824,2021,F,20-29,5,8,22602,2.2121936111848e-4
4019824,2021,F,30-39,8,8,33542,2.3850694651481e-4
4019824,2021,F,40-49,11,12,29806,3.6905321076293e-4
4019824,2021,F,50-59,26,32,28875,9.004329004329e-4
4019824,2021,F,60-69,48,54,29400,0.00163265306122449
4019824,2021,F,70-79,72,75,22603,0.00318541786488519
4019824,2021,F,80+,50,54,19937,0.00250789988463661
4019824,2021,M,0-9,5,6,23652,2.1139861322509e-4
4019824,2021,M,20-29,5,5,23887,2.0931887637627e-4
4019824,2021,M,30-39,12,13,36248,3.310527477378e-4
4019824,2021,M,40-49,26,28,31422,8.2744573865444e-4
4019824,2021,M,50-59,85,97,27184,0.00312683931724544
4019824,2021,M,60-69,99,105,22981,0.00430790653148253
4019824,2021,M,70-79,64,67,13400,0.00477611940298507
4019824,2021,M,80+,19,27,7466,0.00254487007768551
4019824,2022,F,20-29,7,7,21817,3.2085071274694e-4
4019824,2022,F,30-39,10,11,33314,3.0017410097856e-4
4019824,2022,F,40-49,16,20,29919,5.3477723185935e-4
4019824,2022,F,50-59,23,25,28809,7.9836162310389e-4
4019824,2022,F,60-69,59,64,29386,0.00200775879670591
4019824,2022,F,70-79,84,94,22951,0.00365997124308309
4019824,2022,F,80+,42,44,19815,0.00211960635881908
4019824,2022,M,20-29,5,5,22938,2.1797889964251e-4
4019824,2022,M,30-39,13,16,35927,3.6184485206112e-4
4019824,2022,M,40-49,23,26,31579,7.2833211944646e-4
4019824,2022,M,50-59,54,62,27370,0.00197296309828279
4019824,2022,M,60-69,83,100,23195,0.00357835740461306
4019824,2022,M,70-79,95,105,13686,0.00694139997077305
4019824,2022,M,80+,30,37,7413,0.00404694455685957
4019824,2023,F,0-9,5,5,20978,2.3834493278672e-4
4019824,2023,F,20-29,7,12,21420,3.2679738562091e-4
4019824,2023,F,30-39,5,5,32495,1.5386982612709e-4
4019824,2023,F,40-49,14,15,30293,4.6215297263394e-4
4019824,2023,F,50-59,23,26,28768,7.9949944382647e-4
4019824,2023,F,60-69,52,57,29329,0.00177298919158512
4019824,2023,F,70-79,100,109,23650,0.00422832980972516
4019824,2023,F,80+,73,85,19486,0.00374627938006774
4019824,2023,M,30-39,12,12,35111,3.417732334596e-4
4019824,2023,M,40-49,27,30,32042,8.42644029711e-4
4019824,2023,M,50-59,63,70,27558,0.00228608752449379
4019824,2023,M,60-69,111,125,23381,0.004747444506223
4019824,2023,M,70-79,82,93,14093,0.00581849144965586
4019824,2023,M,80+,47,54,7317,0.00642339756730901
4019824,2024,F,30-39,10,10,31522,3.1723875388617e-4
4019824,2024,F,40-49,13,14,30710,4.233148811462e-4
4019824,2024,F,50-59,19,24,28793,6.5988261035668e-4
4019824,2024,F,60-69,47,52,29173,0.0016110787371885
4019824,2024,F,70-79,79,89,24393,0.00323863403435412
4019824,2024,F,80+,82,93,19462,0.00421333881409927
4019824,2024,M,30-39,13,15,34075,3.8151137197358e-4
4019824,2024,M,40-49,27,34,32525,8.3013066871637e-4
4019824,2024,M,50-59,72,81,27778,0.00259197926416589
4019824,2024,M,60-69,97,120,23466,0.00413364016023182
4019824,2024,M,70-79,90,102,14681,0.006130372590423
4019824,2024,M,80+,40,42,7267,0.00550433466354754
4077697,2019,F,50-59,7512,7548,29110,0.258055650979045
4077697,2019,F,60-69,6204,6227,29006,0.213886782045094
4077697,2019,F,70-79,66,66,22276,0.00296282995151733
4077697,2020,F,50-59,6827,6856,29031,0.235162412593435
4077697,2020,F,60-69,5647,5683,29306,0.192690916535863
4077697,2021,F,50-59,7524,7557,28875,0.260571428571429
4077697,2021,F,60-69,6430,6456,29400,0.218707482993197
4077697,2022,F,40-49,41,41,29919,0.00137036665663959
4077697,2022,F,50-59,8408,8451,28809,0.291853240306849
4077697,2022,F,60-69,8532,8570,29386,0.290342339889743
4077697,2023,F,40-49,22,22,30293,7.2624038556762e-4
4077697,2023,F,50-59,8724,8740,28768,0.30325361512792
4077697,2023,F,60-69,8854,8875,29329,0.301885505813359
4077697,2024,F,40-49,15,15,30710,4.8844024747639e-4
4077697,2024,F,50-59,8861,8880,28793,0.307748411072136
4077697,2024,F,60-69,8726,8745,29173,0.299112192780996
4077697,2024,F,70-79,2769,2781,24393,0.113516172672488
4078793,2021,F,50-59,18,24,28875,6.2337662337662e-4
4078793,2021,F,60-69,60,104,29400,0.00204081632653061
4078793,2021,F,70-79,82,127,22603,0.00362783701278591
4078793,2021,F,80+,74,111,19937,0.00371169182926218
4078793,2021,M,20-29,5,6,23887,2.0931887637627e-4
4078793,2021,M,30-39,14,21,36248,3.862282056941e-4
4078793,2021,M,40-49,26,52,31422,8.2744573865444e-4
4078793,2021,M,50-59,82,139,27184,0.00301648028251913
4078793,2021,M,60-69,109,169,22981,0.00474304860536965
4078793,2021,M,70-79,87,143,13400,0.00649253731343284
4078793,2021,M,80+,36,61,7466,0.00482185909456201
4078793,2022,F,50-59,24,47,28809,8.3307299802145e-4
4078793,2022,F,60-69,61,104,29386,0.00207581841693323
4078793,2022,F,70-79,111,195,22951,0.00483639057121694
4078793,2022,F,80+,73,102,19815,0.00368407771889982
4078793,2022,M,30-39,18,19,35927,5.0101594900771e-4
4078793,2022,M,40-49,40,66,31579,0.00126666455555907
4078793,2022,M,50-59,80,118,27370,0.00292290829375228
4078793,2022,M,60-69,118,179,23195,0.0050873032981246
4078793,2022,M,70-79,112,154,13686,0.00818354522870086
4078793,2022,M,80+,34,46,7413,0.00458653716444085
4078793,2023,F,50-59,30,43,28768,0.00104282536151279
4078793,2023,F,60-69,53,96,29329,0.00180708513757714
4078793,2023,F,70-79,123,229,23650,0.00520084566596195
4078793,2023,F,80+,96,140,19486,0.00492661397926717
4078793,2023,M,30-39,10,14,35111,2.84811027883e-4
4078793,2023,M,40-49,43,68,32042,0.00134198863991012
4078793,2023,M,50-59,78,138,27558,0.0028303940779447
4078793,2023,M,60-69,141,217,23381,0.006030537616013
4078793,2023,M,70-79,107,178,14093,0.00759242176967289
4078793,2023,M,80+,52,70,7317,0.00710673773404401
4078793,2024,F,50-59,30,39,28793,0.0010419199110895
4078793,2024,F,60-69,86,149,29173,0.00294793130634491
4078793,2024,F,70-79,132,203,24393,0.00541138851309802
4078793,2024,F,80+,103,168,19462,0.00529236460795396
4078793,2024,M,20-29,5,5,21955,2.2773855613755e-4
4078793,2024,M,30-39,14,21,34075,4.1085840058694e-4
4078793,2024,M,40-49,41,64,32525,0.00126056879323597
4078793,2024,M,50-59,104,170,27778,0.00374397004823961
4078793,2024,M,60-69,152,216,23466,0.00647745674593028
4078793,2024,M,70-79,118,189,14681,0.00803759961855459
4078793,2024,M,80+,42,65,7267,0.00577955139672492
4140473,2012,F,0-9,33,37,23814,0.00138573948097758
4140473,2012,F,10-19,143,153,21862,0.00654103009788674
4140473,2012,F,20-29,249,268,33450,0.00744394618834081
4140473,2012,F,30-39,394,446,30195,0.0130485179665508
4140473,2012,F,40-49,668,757,29375,0.0227404255319149
4140473,2012,F,50-59,1263,1414,30965,0.0407879864362991
4140473,2012,F,60-69,1314,1543,25994,0.0505501269523736
4140473,2012,F,70-79,1437,1762,23108,0.0621862558421326
4140473,2012,F,80+,598,724,15579,0.0383850054560626
4140473,2012,M,0-9,30,35,25045,0.00119784388101417
4140473,2012,M,10-19,212,243,23048,0.00919819507115585
4140473,2012,M,20-29,404,443,36348,0.0111147793551227
4140473,2012,M,30-39,405,451,32303,0.0125375352134477
4140473,2012,M,40-49,556,630,28946,0.0192081807503627
4140473,2012,M,50-59,891,1065,26833,0.0332053814333097
4140473,2012,M,60-69,854,1020,18919,0.0451398065436862
4140473,2012,M,70-79,702,859,12690,0.0553191489361702
4140473,2012,M,80+,255,296,5352,0.0476457399103139
4140473,2013,F,0-9,26,27,24017,0.00108256651538494
4140473,2013,F,10-19,126,135,21466,0.00586974750768657
4140473,2013,F,20-29,229,246,32615,0.00702130921355205
4140473,2013,F,30-39,348,386,30571,0.0113833371495862
4140473,2013,F,40-49,554,612,29337,0.0188840031359716
4140473,2013,F,50-59,896,959,30890,0.0290061508578828
4140473,2013,F,60-69,1121,1247,26799,0.0418299190268294
4140473,2013,F,70-79,1210,1404,22735,0.0532219045524522
4140473,2013,F,80+,530,598,15972,0.033183070373153
4140473,2013,M,0-9,35,40,25329,0.00138181531051364
4140473,2013,M,10-19,187,199,22316,0.00837963792794408
4140473,2013,M,20-29,333,368,35512,0.00937711196215364
4140473,2013,M,30-39,345,364,32755,0.0105327430926576
4140473,2013,M,40-49,473,523,29136,0.0162342119714443
4140473,2013,M,50-59,688,781,27004,0.0254777070063694
4140473,2013,M,60-69,752,847,19542,0.0384812199365469
4140473,2013,M,70-79,641,724,12541,0.0511123514871222
4140473,2013,M,80+,248,284,5499,0.0450991089288962
4140473,2014,F,0-9,26,28,24104,0.00107865914371059
4140473,2014,F,10-19,100,105,21169,0.00472388870518211
4140473,2014,F,20-29,214,228,31636,0.00676444556833987
4140473,2014,F,30-39,299,316,30993,0.00964733972187268
4140473,2014,F,40-49,412,450,29359,0.0140331755168773
4140473,2014,F,50-59,745,817,30669,0.0242916299846751
4140473,2014,F,60-69,978,1117,27621,0.0354078418594548
4140473,2014,F,70-79,1113,1266,22474,0.0495238942778322
4140473,2014,F,80+,588,699,16222,0.036247071877697
4140473,2014,M,0-9,32,33,25408,0.00125944584382872
4140473,2014,M,10-19,144,152,22066,0.00652587691471041
4140473,2014,M,20-29,241,255,34434,0.00699889643956555
4140473,2014,M,30-39,251,270,33285,0.00754093435481448
4140473,2014,M,40-49,356,395,29304,0.0121485121485121
4140473,2014,M,50-59,582,666,27067,0.02150219824879
4140473,2014,M,60-69,689,774,20256,0.0340146129541864
4140473,2014,M,70-79,636,759,12470,0.0510024057738573
4140473,2014,M,80+,239,267,5614,0.0425721410758817
4140473,2015,F,0-9,28,31,24152,0.00115932427956277
4140473,2015,F,10-19,93,98,21113,0.00440486903803344
4140473,2015,F,20-29,200,211,30585,0.00653915317966323
4140473,2015,F,30-39,287,310,31367,0.00914974336085695
4140473,2015,F,40-49,407,433,29457,0.013816749838748
4140473,2015,F,50-59,811,897,30260,0.0268010575016523
4140473,2015,F,60-69,1142,1280,28514,0.0400505015080311
4140473,2015,F,70-79,1210,1389,22106,0.0547362706957387
4140473,2015,F,80+,630,720,16608,0.0379335260115607
4140473,2015,M,0-9,32,34,25450,0.0012573673870334
4140473,2015,M,10-19,126,140,22061,0.00571143647160147
4140473,2015,M,20-29,249,265,33173,0.00750610436198113
4140473,2015,M,30-39,251,271,33668,0.00745515029107758
4140473,2015,M,40-49,352,383,29708,0.0118486602935236
4140473,2015,M,50-59,670,764,27033,0.0247845226205009
4140473,2015,M,60-69,783,900,21060,0.0371794871794872
4140473,2015,M,70-79,685,825,12207,0.0561153436552798
4140473,2015,M,80+,296,345,5810,0.0509466437177281
4140473,2016,F,0-9,28,34,24062,0.00116366054359571
4140473,2016,F,10-19,119,127,21142,0.00562860656513102
4140473,2016,F,20-29,190,207,29457,0.00645007977730251
4140473,2016,F,30-39,319,348,31768,0.0100415512465374
4140473,2016,F,40-49,414,454,29744,0.0139187735341581
4140473,2016,F,50-59,776,852,29826,0.0260175685643398
4140473,2016,F,60-69,1108,1249,28841,0.0384175305988003
4140473,2016,F,70-79,1225,1368,22023,0.0556236661671888
4140473,2016,F,80+,684,789,17129,0.0399322785918618
4140473,2016,M,0-9,31,36,25419,0.00121956017152524
4140473,2016,M,10-19,115,125,22245,0.00516970105641717
4140473,2016,M,20-29,224,242,31733,0.00705889767749661
4140473,2016,M,30-39,235,252,34101,0.00689129351045424
4140473,2016,M,40-49,393,417,30136,0.0130408813379347
4140473,2016,M,50-59,648,728,26974,0.0240231333877067
4140473,2016,M,60-69,798,923,21508,0.0371024734982332
4140473,2016,M,70-79,651,769,12214,0.0532994923857868
4140473,2016,M,80+,317,362,6077,0.052163896659536003
4140473,2017,F,0-9,23,24,23716,9.6980941136785e-4
4140473,2017,F,10-19,104,112,21484,0.0048408117668963
4140473,2017,F,20-29,166,181,28030,0.00592222618622904
4140473,2017,F,30-39,253,267,32292,0.00783475783475784
4140473,2017,F,40-49,436,476,29964,0.0145507942864771
4140473,2017,F,50-59,681,742,29495,0.0230886590947618
4140473,2017,F,60-69,1036,1171,29029,0.0356884494815529
4140473,2017,F,70-79,1165,1346,21919,0.0531502349559743
4140473,2017,F,80+,690,793,17811,0.0387401044298467
4140473,2017,M,0-9,26,27,25171,0.00103293472647094
4140473,2017,M,10-19,142,156,22630,0.00627485638532921
4140473,2017,M,20-29,218,231,30033,0.00725868211633869
4140473,2017,M,30-39,198,207,34756,0.00569685809644378
4140473,2017,M,40-49,389,440,30631,0.0126995527406875
4140473,2017,M,50-59,612,697,26857,0.0227873552518896
4140473,2017,M,60-69,806,932,21738,0.0370779280522587
4140473,2017,M,70-79,702,829,12492,0.0561959654178674
4140473,2017,M,80+,335,383,6347,0.0527808413423665
4140473,2018,F,0-9,31,33,23438,0.00132263845037973
4140473,2018,F,10-19,101,105,22049,0.00458070660800943
4140473,2018,F,20-29,156,168,26526,0.00588102239312373
4140473,2018,F,30-39,311,347,32795,0.00948315291965239
4140473,2018,F,40-49,416,450,29968,0.0138814735718099
4140473,2018,F,50-59,670,756,29391,0.0227960940423939
4140473,2018,F,60-69,1060,1181,29035,0.0365076631651455
4140473,2018,F,70-79,1197,1406,22040,0.0543103448275862
4140473,2018,F,80+,784,876,18355,0.0427131571778807
4140473,2018,M,0-9,33,35,24816,0.00132978723404255
4140473,2018,M,10-19,119,127,23258,0.00511651904720956
4140473,2018,M,20-29,175,185,28198,0.00620611390878786
4140473,2018,M,30-39,225,240,35519,0.0063346377994876
4140473,2018,M,40-49,377,414,30813,0.0122350955765424
4140473,2018,M,50-59,609,703,26848,0.0226832538736591
4140473,2018,M,60-69,792,895,22092,0.0358500814774579
4140473,2018,M,70-79,714,846,12748,0.0560087856918732
4140473,2018,M,80+,352,405,6586,0.0534467051320984
4140473,2019,F,0-9,19,25,23036,8.2479597152283e-4
4140473,2019,F,10-19,95,99,22690,0.00418686646099603
4140473,2019,F,20-29,134,143,24996,0.00536085773723796
4140473,2019,F,30-39,264,285,33276,0.00793364587089794
4140473,2019,F,40-49,381,415,29993,0.0127029640249392
4140473,2019,F,50-59,591,649,29110,0.0203023016145654
4140473,2019,F,60-69,975,1092,29006,0.0336137350892919
4140473,2019,F,70-79,1183,1363,22276,0.053106482312803
4140473,2019,F,80+,867,986,18940,0.0457761351636748
4140473,2019,M,0-9,30,31,24589,0.00122005774940014
4140473,2019,M,10-19,132,143,23760,0.00555555555555556
4140473,2019,M,20-29,153,161,26426,0.00578975251646106
4140473,2019,M,30-39,227,247,36125,0.00628373702422145
4140473,2019,M,40-49,320,356,31058,0.0103033034966836
4140473,2019,M,50-59,548,636,26863,0.0203998064251945
4140473,2019,M,60-69,778,881,22319,0.0348581925713518
4140473,2019,M,70-79,745,884,13083,0.0569441259649927
4140473,2019,M,80+,390,450,6838,0.0570342205323194
4140473,2020,F,0-9,20,21,22546,8.8707531269404e-4
4140473,2020,F,10-19,80,86,23142,0.00345691815746262
4140473,2020,F,20-29,168,179,23634,0.00710840314800711
4140473,2020,F,30-39,268,296,33647,0.00796504888994561
4140473,2020,F,40-49,394,439,29871,0.0131900505507013
4140473,2020,F,50-59,589,644,29031,0.0202886569529124
4140473,2020,F,60-69,904,1031,29306,0.0308469255442571
4140473,2020,F,70-79,1108,1273,22498,0.0492488221175216
4140473,2020,F,80+,759,862,19314,0.0392979186082634
4140473,2020,M,0-9,24,30,24039,9.9837763634094e-4
4140473,2020,M,10-19,89,92,24149,0.00368545281378111
4140473,2020,M,20-29,137,146,25103,0.00545751503804326
4140473,2020,M,30-39,201,221,36306,0.00553627499586845
4140473,2020,M,40-49,329,374,31393,0.0104800433217596
4140473,2020,M,50-59,529,602,26941,0.0196354997958502
4140473,2020,M,60-69,765,894,22643,0.0337852758026763
4140473,2020,M,70-79,627,740,13254,0.0473064735174287
4140473,2020,M,80+,380,431,7091,0.053589056550557
4187078,2012,F,0-9,753,986,23814,0.0316200554295792
4187078,2012,F,10-19,1653,2074,21862,0.0756106486140335
4187078,2012,F,20-29,2004,2575,33450,0.0599103139013453
4187078,2012,F,30-39,2599,3280,30195,0.086073853286968
4187078,2012,F,40-49,4120,5340,29375,0.140255319148936
4187078,2012,F,50-59,7398,10372,30965,0.238914903923785
4187078,2012,F,60-69,8553,13782,25994,0.329037470185427
4187078,2012,F,70-79,9756,18403,23108,0.422191448848883
4187078,2012,F,80+,6376,12976,15579,0.409268887605109
4187078,2012,M,0-9,891,1059,25045,0.035575963266121
4187078,2012,M,10-19,2675,3179,23048,0.116062131204443
4187078,2012,M,20-29,1984,2553,36348,0.0545834708924838
4187078,2012,M,30-39,2514,3313,32303,0.0778255889545863
4187078,2012,M,40-49,3627,5069,28946,0.125302287017204
4187078,2012,M,50-59,5787,9559,26833,0.21566727536988
4187078,2012,M,60-69,6018,11464,18919,0.318092922458904
4187078,2012,M,70-79,5222,10909,12690,0.41150512214342
4187078,2012,M,80+,2441,5399,5352,0.456091180866966
4187078,2013,F,0-9,706,855,24017,0.0293958446100679
4187078,2013,F,10-19,1557,2002,21466,0.0725333084878412
4187078,2013,F,20-29,1839,2550,32615,0.056385098880883
4187078,2013,F,30-39,2504,3166,30571,0.0819076902947238
4187078,2013,F,40-49,3852,5014,29337,0.131301769097045
4187078,2013,F,50-59,6739,9518,30890,0.218161217222402
4187078,2013,F,60-69,8467,13586,26799,0.315944624799433
4187078,2013,F,70-79,9593,18259,22735,0.421948537497251
4187078,2013,F,80+,6509,13085,15972,0.407525669922364
4187078,2013,M,0-9,937,1139,25329,0.0369931698843223
4187078,2013,M,10-19,2588,3003,22316,0.115970604050905
4187078,2013,M,20-29,1940,2480,35512,0.054629421040775
4187078,2013,M,30-39,2345,3081,32755,0.0715921233399481
4187078,2013,M,40-49,3500,4976,29136,0.120126304228446
4187078,2013,M,50-59,5550,9037,27004,0.205525107391498
4187078,2013,M,60-69,6012,11305,19542,0.307645072152287
4187078,2013,M,70-79,5089,10875,12541,0.405789012040507
4187078,2013,M,80+,2401,5250,5499,0.43662484088016
4187078,2014,F,0-9,699,857,24104,0.0289993362097577
4187078,2014,F,10-19,1653,2057,21169,0.0780858802966602
4187078,2014,F,20-29,1710,2321,31636,0.0540523454292578
4187078,2014,F,30-39,2439,3055,30993,0.0786951892362792
4187078,2014,F,40-49,3650,4716,29359,0.124323035525733
4187078,2014,F,50-59,6566,9284,30669,0.214092406012586
4187078,2014,F,60-69,8657,13765,27621,0.31342094782955
4187078,2014,F,70-79,9335,17475,22474,0.415368870695025
4187078,2014,F,80+,6709,14010,16222,0.413574158550117
4187078,2014,M,0-9,882,1037,25408,0.034713476070529
4187078,2014,M,10-19,2472,2890,22066,0.112027553702529
4187078,2014,M,20-29,1857,2306,34434,0.0539292559679387
4187078,2014,M,30-39,2324,3095,33285,0.0698212407991588
4187078,2014,M,40-49,3547,5046,29304,0.121041496041496
4187078,2014,M,50-59,5618,9295,27067,0.207559020209111
4187078,2014,M,60-69,6219,11394,20256,0.307020142180095
4187078,2014,M,70-79,5096,10806,12470,0.408660785886127
4187078,2014,M,80+,2484,5604,5614,0.442465265407909
4187078,2015,F,0-9,667,842,24152,0.0276167605167274
4187078,2015,F,10-19,1663,2065,21113,0.0787666366693506
4187078,2015,F,20-29,1650,2113,30585,0.0539480137322217
4187078,2015,F,30-39,2331,2936,31367,0.0743137692479357
4187078,2015,F,40-49,3598,4688,29457,0.122144142309129
4187078,2015,F,50-59,6422,9129,30260,0.212227362855254
4187078,2015,F,60-69,9219,14708,28514,0.323314862874377
4187078,2015,F,70-79,9369,17498,22106,0.423821586899484
4187078,2015,F,80+,7083,14516,16608,0.426481213872832
4187078,2015,M,0-9,842,1040,25450,0.0330844793713163
4187078,2015,M,10-19,2572,3028,22061,0.116585830198087
4187078,2015,M,20-29,1859,2365,33173,0.0560395502366382
