concept_id,year,sex,age_group,patient_count,record_count,denominator,prevalence
140673,2014,F,0-9,35,130,24104,0.00145204115499502
140673,2014,F,10-19,178,710,21169,0.00840852189522415
140673,2014,F,20-29,482,2072,31636,0.01523580730813
140673,2014,F,30-39,912,4607,30993,0.0294259994192237
140673,2014,F,40-49,1142,5632,29359,0.0388977826220239
140673,2014,F,50-59,2025,10365,30669,0.0660275848576739
140673,2014,F,60-69,2600,13792,27621,0.0941312769269759
140673,2014,F,70-79,2187,11744,22474,0.0973124499421554
140673,2014,F,80+,1133,5722,16222,0.0698434225126372
140673,2014,M,0-9,18,50,25408,7.0843828715365e-4
140673,2014,M,10-19,87,371,22066,0.00394271730263754
140673,2014,M,20-29,101,315,34434,0.00293314747052332
140673,2014,M,30-39,94,462,33285,0.00282409493765961
140673,2014,M,40-49,138,722,29304,0.00470925470925471
140673,2014,M,50-59,215,1079,27067,0.00794325193039495
140673,2014,M,60-69,282,1540,20256,0.0139218009478673
140673,2014,M,70-79,242,1167,12470,0.0194065757818765
140673,2014,M,80+,109,533,5614,0.0194157463484147
140673,2015,F,0-9,32,138,24152,0.00132494203378602
140673,2015,F,10-19,183,790,21113,0.0086676455264529
140673,2015,F,20-29,482,2009,30585,0.0157593591629884
140673,2015,F,30-39,944,4721,31367,0.0300953231102751
140673,2015,F,40-49,1202,6081,29457,0.0408052415385138
140673,2015,F,50-59,2031,10480,30260,0.0671183079973562
140673,2015,F,60-69,2742,14628,28514,0.0961632882093007
140673,2015,F,70-79,2304,12391,22106,0.104225097258663
140673,2015,F,80+,1286,6592,16608,0.0774325626204239
140673,2015,M,0-9,19,34,25450,7.4656188605108e-4
140673,2015,M,10-19,92,439,22061,0.00417025520148679
140673,2015,M,20-29,82,329,33173,0.00247188978988937
140673,2015,M,30-39,103,493,33668,0.00305928478080076
140673,2015,M,40-49,153,873,29708,0.00515012791167362
140673,2015,M,50-59,220,1097,27033,0.0081382014574779
140673,2015,M,60-69,311,1638,21060,0.0147673314339981
140673,2015,M,70-79,274,1402,12207,0.0224461374621119
140673,2015,M,80+,128,645,5810,0.0220309810671256
140673,2016,F,0-9,24,87,24062,9.9742332308203e-4
140673,2016,F,10-19,196,893,21142,0.00927064610727462
140673,2016,F,20-29,490,2184,29457,0.0166344162677802
140673,2016,F,30-39,990,5248,31768,0.0311634349030471
140673,2016,F,40-49,1269,6425,29744,0.0426640667025282
140673,2016,F,50-59,2040,10804,29826,0.0683967008650171
140673,2016,F,60-69,2882,15606,28841,0.0999271869907424
140673,2016,F,70-79,2395,13270,22023,0.108749943241157
140673,2016,F,80+,1418,7501,17129,0.0827835833965789
140673,2016,M,0-9,19,36,25419,7.4747236319288e-4
140673,2016,M,10-19,89,368,22245,0.00400089907844459
140673,2016,M,20-29,108,413,31733,0.0034033970945073
140673,2016,M,30-39,112,527,34101,0.00328436116242925
140673,2016,M,40-49,171,932,30136,0.00567427661268914
140673,2016,M,50-59,241,1265,26974,0.00893452954697116
140673,2016,M,60-69,344,1830,21508,0.0159940487260554
140673,2016,M,70-79,306,1539,12214,0.0250532176191256
140673,2016,M,80+,151,816,6077,0.0248477867368767
140673,2017,F,0-9,27,112,23716,0.0011384719176927
140673,2017,F,10-19,189,905,21484,0.00879724446099423
140673,2017,F,20-29,482,2132,28030,0.0171958615768819
140673,2017,F,30-39,1028,5242,32292,0.0318345100953797
140673,2017,F,40-49,1302,6673,29964,0.0434521425710853
140673,2017,F,50-59,1971,10805,29495,0.0668248855738261
140673,2017,F,60-69,2899,15980,29029,0.0998656515897895
140673,2017,F,70-79,2474,13623,21919,0.112870112687623
140673,2017,F,80+,1615,8542,17811,0.090674302397394907
140673,2017,M,0-9,19,59,25171,7.5483691549799e-4
140673,2017,M,10-19,83,363,22630,0.0036676977463544
140673,2017,M,20-29,97,367,30033,0.00322978057470116
140673,2017,M,30-39,110,560,34756,0.00316492116469099
140673,2017,M,40-49,187,1063,30631,0.0061049263817701
140673,2017,M,50-59,240,1313,26857,0.00893621774583907
140673,2017,M,60-69,377,1938,21738,0.0173429018308952
140673,2017,M,70-79,326,1762,12492,0.0260967018892091
140673,2017,M,80+,187,984,6347,0.0294627383015598
140673,2018,F,0-9,17,74,23438,7.2531785988565e-4
140673,2018,F,10-19,187,820,22049,0.00848111025443331
140673,2018,F,20-29,457,1998,26526,0.017228379702933
140673,2018,F,30-39,1061,5566,32795,0.0323524927580424
140673,2018,F,40-49,1295,6769,29968,0.0432127602776295
140673,2018,F,50-59,1973,10608,29391,0.0671293933517063
140673,2018,F,60-69,2918,16181,29035,0.100499397279146
140673,2018,F,70-79,2532,14433,22040,0.114882032667877
140673,2018,F,80+,1795,9624,18355,0.0977935167529284
140673,2018,M,0-9,17,58,24816,6.8504190844616e-4
140673,2018,M,10-19,93,348,23258,0.00399862412933184
140673,2018,M,20-29,99,361,28198,0.00351088729697142
140673,2018,M,30-39,123,635,35519,0.00346293533038655
140673,2018,M,40-49,179,1002,30813,0.00580923636127609
140673,2018,M,50-59,251,1505,26848,0.00934892729439809
140673,2018,M,60-69,386,2116,22092,0.0174723881948217
140673,2018,M,70-79,341,1899,12748,0.026749294006903
140673,2018,M,80+,197,1018,6586,0.0299119344063164
140673,2019,F,0-9,17,70,23036,7.3797534294148e-4
140673,2019,F,10-19,191,811,22690,0.00841780520052887
140673,2019,F,20-29,461,2030,24996,0.0184429508721395
140673,2019,F,30-39,1126,5732,33276,0.0338382017069359
140673,2019,F,40-49,1329,6775,29993,0.0443103390791185
140673,2019,F,50-59,1946,10475,29110,0.0668498797664033
140673,2019,F,60-69,2914,16145,29006,0.100461973384817
140673,2019,F,70-79,2624,14871,22276,0.117794936254265
140673,2019,F,80+,1952,10621,18940,0.103062302006336
140673,2019,M,0-9,13,56,24589,5.2869169140672e-4
140673,2019,M,10-19,78,363,23760,0.00328282828282828
140673,2019,M,20-29,91,408,26426,0.00344357829410429
140673,2019,M,30-39,135,600,36125,0.00373702422145329
140673,2019,M,40-49,188,1077,31058,0.00605319080430163
140673,2019,M,50-59,262,1529,26863,0.00975319212299445
140673,2019,M,60-69,380,2135,22319,0.0170258524127425
140673,2019,M,70-79,362,2055,13083,0.0276694947641978
140673,2019,M,80+,232,1157,6838,0.0339280491371746
140673,2020,F,0-9,15,78,22546,6.6530648452053e-4
140673,2020,F,10-19,164,653,23142,0.00708668222279838
140673,2020,F,20-29,467,2021,23634,0.0197596682745198
140673,2020,F,30-39,1146,5631,33647,0.0340595001040212
140673,2020,F,40-49,1343,7010,29871,0.0449599946436343
140673,2020,F,50-59,1895,10527,29031,0.0652750508077572
140673,2020,F,60-69,2920,16460,29306,0.0996382993243704
140673,2020,F,70-79,2648,15354,22498,0.117699351053427
140673,2020,F,80+,2060,11456,19314,0.106658382520451
140673,2020,M,0-9,10,45,24039,4.1599068180872e-4
140673,2020,M,10-19,88,392,24149,0.00364404323160379
140673,2020,M,20-29,87,366,25103,0.00346572122853842
140673,2020,M,30-39,140,651,36306,0.00385611193742081
140673,2020,M,40-49,193,1090,31393,0.00614786735896537
140673,2020,M,50-59,252,1318,26941,0.00935377305964886
140673,2020,M,60-69,397,2168,22643,0.0175330124100163
140673,2020,M,70-79,365,2184,13254,0.0275388561943564
140673,2020,M,80+,241,1273,7091,0.0339867437596954
140673,2021,F,0-9,19,63,22236,8.5447022845835e-4
140673,2021,F,10-19,170,780,23607,0.00720125386537891
140673,2021,F,20-29,434,1865,22602,0.0192018405450845
140673,2021,F,30-39,1113,5580,33542,0.0331822789338739
140673,2021,F,40-49,1311,7000,29806,0.0439844326645642
140673,2021,F,50-59,1835,10031,28875,0.0635497835497836
140673,2021,F,60-69,2823,15386,29400,0.0960204081632653
140673,2021,F,70-79,2674,14759,22603,0.118302880148653
140673,2021,F,80+,2166,11959,19937,0.108642223002458
140673,2021,M,0-9,9,34,23652,3.8051750380517e-4
140673,2021,M,10-19,76,348,24622,0.0030866704573146
140673,2021,M,20-29,89,344,23887,0.00372587599949763
140673,2021,M,30-39,145,721,36248,0.00400022070183182
140673,2021,M,40-49,198,1086,31422,0.00630131754821463
140673,2021,M,50-59,256,1382,27184,0.00941730429664508
140673,2021,M,60-69,394,2146,22981,0.0171445977111527
140673,2021,M,70-79,358,2159,13400,0.0267164179104478
140673,2021,M,80+,271,1314,7466,0.0362978837396196
140673,2022,F,0-9,19,67,21679,8.7642418930762e-4
140673,2022,F,10-19,173,723,23784,0.00727379751093172
140673,2022,F,20-29,391,1793,21817,0.017921804097722
140673,2022,F,30-39,1013,5243,33314,0.0304076364291289
140673,2022,F,40-49,1310,7174,29919,0.0437848858584846
140673,2022,F,50-59,1738,9738,28809,0.0603283696067201
140673,2022,F,60-69,2722,15507,29386,0.0926291431293813
140673,2022,F,70-79,2655,15485,22951,0.115681233933162
140673,2022,F,80+,2146,12218,19815,0.108301791572041
140673,2022,M,0-9,11,41,23022,4.778038398054e-4
140673,2022,M,10-19,73,284,25000,0.00292
140673,2022,M,20-29,74,310,22938,0.00322608771470922
140673,2022,M,30-39,134,658,35927,0.00372978539816851
140673,2022,M,40-49,184,1122,31579,0.00582665695557174
140673,2022,M,50-59,247,1434,27370,0.00902447935696018
140673,2022,M,60-69,384,2259,23195,0.0165552920888122
140673,2022,M,70-79,356,2152,13686,0.0260119830483706
140673,2022,M,80+,245,1349,7413,0.0330500472143532
140673,2023,F,0-9,18,59,20978,8.5804175803222e-4
140673,2023,F,10-19,161,730,23990,0.0067111296373489
140673,2023,F,20-29,403,1823,21420,0.0188141923436041
140673,2023,F,30-39,983,4716,32495,0.0302508078165872
140673,2023,F,40-49,1284,6797,30293,0.0423860297758558
140673,2023,F,50-59,1720,9093,28768,0.0597886540600667
140673,2023,F,60-69,2667,14255,29329,0.0909338879607215
140673,2023,F,70-79,2708,15122,23650,0.114503171247357
140673,2023,F,80+,2136,12016,19486,0.109617161038694
140673,2023,M,0-9,12,35,22345,5.3703289326471e-4
140673,2023,M,10-19,73,288,25278,0.00288788669989714
140673,2023,M,20-29,79,348,22210,0.00355695632597929
140673,2023,M,30-39,130,681,35111,0.003702543362479
140673,2023,M,40-49,187,1085,32042,0.00583609013170214
140673,2023,M,50-59,254,1428,27558,0.00921692430510197
140673,2023,M,60-69,361,1946,23381,0.0154398870878063
140673,2023,M,70-79,379,2285,14093,0.0268927836514582
140673,2023,M,80+,255,1279,7317,0.034850348503485
140673,2024,F,0-9,10,60,20100,4.9751243781094e-4
140673,2024,F,10-19,183,826,24083,0.00759872108956525
140673,2024,F,20-29,385,1899,21122,0.0182274405832781
140673,2024,F,30-39,985,4986,31522,0.0312480172577882
140673,2024,F,40-49,1297,6949,30710,0.0422338000651254
140673,2024,F,50-59,1670,9255,28793,0.0580002083839822
140673,2024,F,60-69,2568,14322,29173,0.0880265999382991
140673,2024,F,70-79,2798,16159,24393,0.114705038330669
140673,2024,F,80+,2123,12185,19462,0.109084369540643
140673,2024,M,0-9,16,59,21376,7.4850299401197e-4
140673,2024,M,10-19,75,318,25368,0.00295648060548723
140673,2024,M,20-29,80,313,21955,0.00364381689820087
140673,2024,M,30-39,130,653,34075,0.00381511371973588
140673,2024,M,40-49,192,1051,32525,0.00590315142198309
140673,2024,M,50-59,273,1604,27778,0.00982792137662899
140673,2024,M,60-69,357,2078,23466,0.0152135003835336
140673,2024,M,70-79,388,2292,14681,0.0264287173898236
140673,2024,M,80+,252,1443,7267,0.0346773083803495
201826,2012,F,10-19,7,25,21862,3.2019028451193e-4
201826,2012,F,20-29,40,138,33450,0.00119581464872945
201826,2012,F,30-39,131,565,30195,0.0043384666335486
201826,2012,F,40-49,452,3223,29375,0.0153872340425532
201826,2012,F,50-59,1706,15189,30965,0.0550944614887777
201826,2012,F,60-69,3289,32318,25994,0.126529199045934
201826,2012,F,70-79,3840,37098,23108,0.166176216029081
201826,2012,F,80+,2380,19438,15579,0.152769754156236
201826,2012,M,10-19,12,46,23048,5.206525511975e-4
201826,2012,M,20-29,39,181,36348,0.00107296137339056
201826,2012,M,30-39,158,968,32303,0.0048911865770981
201826,2012,M,40-49,606,4830,28946,0.0209355351343882
201826,2012,M,50-59,1746,15927,26833,0.0650691312935564
201826,2012,M,60-69,2244,21484,18919,0.118610920238913
201826,2012,M,70-79,1759,16357,12690,0.138613081166273
201826,2012,M,80+,661,5545,5352,0.123505231689088
201826,2013,F,10-19,8,22,21466,3.7268238144041e-4
201826,2013,F,20-29,47,168,32615,0.00144105472941898
201826,2013,F,30-39,129,737,30571,0.00421968532269144
201826,2013,F,40-49,436,3390,29337,0.0148617786413062
201826,2013,F,50-59,1703,16575,30890,0.0551311103917125
201826,2013,F,60-69,3446,37591,26799,0.128586887570432
201826,2013,F,70-79,3909,41721,22735,0.17193754123598
201826,2013,F,80+,2463,22380,15972,0.154207362885049
201826,2013,M,10-19,13,21,22316,5.8254167413515e-4
201826,2013,M,20-29,35,192,35512,9.8558233836449e-4
201826,2013,M,30-39,158,1130,32755,0.00482369103953595
201826,2013,M,40-49,597,5728,29136,0.0204901153212521
201826,2013,M,50-59,1794,18237,27004,0.0664346022811435
201826,2013,M,60-69,2361,25330,19542,0.120816702486951
201826,2013,M,70-79,1806,18726,12541,0.144007654891954
201826,2013,M,80+,697,6360,5499,0.12675031823968
201826,2014,F,10-19,5,15,21169,2.361944352591e-4
201826,2014,F,20-29,34,126,31636,0.00107472499683904
201826,2014,F,30-39,117,707,30993,0.00377504597812409
201826,2014,F,40-49,401,3198,29359,0.0136585033550189
201826,2014,F,50-59,1642,16616,30669,0.0535394046105188
201826,2014,F,60-69,3622,40523,27621,0.131132109626733
201826,2014,F,70-79,3948,43911,22474,0.175669662721367
201826,2014,F,80+,2575,24060,16222,0.158735051165084
201826,2014,M,10-19,7,27,22066,3.1723012779842e-4
201826,2014,M,20-29,32,186,34434,9.2931405006679e-4
201826,2014,M,30-39,154,1161,33285,0.0046267087276551
201826,2014,M,40-49,604,5669,29304,0.0206115206115206
201826,2014,M,50-59,1836,19576,27067,0.0678316769497913
201826,2014,M,60-69,2592,28499,20256,0.127962085308057
201826,2014,M,70-79,1816,19747,12470,0.145629510825982
201826,2014,M,80+,764,6975,5614,0.136088350552191
201826,2015,F,20-29,33,131,30585,0.00107896027464443
201826,2015,F,30-39,119,757,31367,0.00379379602767239
201826,2015,F,40-49,412,3188,29457,0.013986488780256
201826,2015,F,50-59,1582,16537,30260,0.0522802379378718
201826,2015,F,60-69,3754,42669,28514,0.131654625797854
201826,2015,F,70-79,3993,44972,22106,0.180629693295938
201826,2015,F,80+,2731,25987,16608,0.164438824662813
201826,2015,M,10-19,9,21,22061,4.0795974797153e-4
201826,2015,M,20-29,31,178,33173,9.3449492056793e-4
201826,2015,M,30-39,146,1003,33668,0.00433646192230011
201826,2015,M,40-49,637,5942,29708,0.0214420358152686
201826,2015,M,50-59,1855,20703,27033,0.0686198350164614
201826,2015,M,60-69,2797,31923,21060,0.132811016144349
201826,2015,M,70-79,1880,20673,12207,0.154009994265585
201826,2015,M,80+,833,7767,5810,0.143373493975904
201826,2016,F,20-29,25,118,29457,8.486947075398e-4
201826,2016,F,30-39,120,737,31768,0.00377738604885419
201826,2016,F,40-49,411,3250,29744,0.0138179128563744
201826,2016,F,50-59,1562,16467,29826,0.0523704150740964
201826,2016,F,60-69,3820,43661,28841,0.132450331125828
201826,2016,F,70-79,4070,47084,22023,0.184806792898334
201826,2016,F,80+,2922,28191,17129,0.170587891879269
201826,2016,M,10-19,7,14,22245,3.14677455608e-4
201826,2016,M,20-29,35,220,31733,0.00110295276210885
201826,2016,M,30-39,146,1098,34101,0.00428139937245242
201826,2016,M,40-49,677,6071,30136,0.0224648261215822
201826,2016,M,50-59,1850,20775,26974,0.0685845629124342
201826,2016,M,60-69,2880,34028,21508,0.133903663753022
201826,2016,M,70-79,1963,22511,12214,0.160717209759293
201826,2016,M,80+,860,8172,6077,0.141517195984861
201826,2017,F,10-19,5,22,21484,2.3273133494693e-4
201826,2017,F,20-29,25,152,28030,8.9190153407063e-4
201826,2017,F,30-39,135,900,32292,0.00418060200668896
201826,2017,F,40-49,410,3541,29964,0.013683086370311
201826,2017,F,50-59,1480,15404,29495,0.0501779962705543
201826,2017,F,60-69,3829,44109,29029,0.131902580178442
201826,2017,F,70-79,4064,47508,21919,0.185409918335691
201826,2017,F,80+,3105,30481,17811,0.17433046993431
201826,2017,M,10-19,7,16,22630,3.0932390631904e-4
201826,2017,M,20-29,37,244,30033,0.00123197815736024
201826,2017,M,30-39,155,1249,34756,0.00445966164115548
201826,2017,M,40-49,644,6062,30631,0.0210244523521922
201826,2017,M,50-59,1840,20909,26857,0.0685110027180996
201826,2017,M,60-69,2945,34879,21738,0.13547704480633
201826,2017,M,70-79,2112,24577,12492,0.169068203650336
201826,2017,M,80+,918,8873,6347,0.144635260753112
201826,2018,F,10-19,8,39,22049,3.6282824617896e-4
201826,2018,F,20-29,23,109,26526,8.670738143708e-4
201826,2018,F,30-39,134,913,32795,0.00408598871779235
201826,2018,F,40-49,408,3637,29968,0.0136145221569674
201826,2018,F,50-59,1399,15103,29391,0.0475996053213569
201826,2018,F,60-69,3694,44552,29035,0.127225762011366
201826,2018,F,70-79,4167,51163,22040,0.189065335753176
201826,2018,F,80+,3235,33794,18355,0.176246254426587
201826,2018,M,10-19,8,27,23258,3.4396766703929e-4
201826,2018,M,20-29,28,188,28198,9.9297822540605e-4
201826,2018,M,30-39,143,1152,35519,0.00402601424589656
201826,2018,M,40-49,670,6191,30813,0.0217440690617596
201826,2018,M,50-59,1784,21316,26848,0.0664481525625745
201826,2018,M,60-69,2986,37277,22092,0.135162049610719
201826,2018,M,70-79,2198,26956,12748,0.172419203012237
201826,2018,M,80+,958,9496,6586,0.145460066808381
201826,2019,F,10-19,8,38,22690,3.525782282944e-4
201826,2019,F,20-29,31,122,24996,0.00124019843174908
201826,2019,F,30-39,138,938,33276,0.00414713306887847
201826,2019,F,40-49,401,3672,29993,0.0133697862834661
201826,2019,F,50-59,1365,15112,29110,0.046891102713844
201826,2019,F,60-69,3548,43243,29006,0.12231952009929
201826,2019,F,70-79,4272,52284,22276,0.191775902316394
201826,2019,F,80+,3434,36101,18940,0.181309398099261
201826,2019,M,10-19,10,35,23760,4.2087542087542e-4
201826,2019,M,20-29,32,194,26426,0.00121092863089382
201826,2019,M,30-39,154,1280,36125,0.00426297577854671
201826,2019,M,40-49,649,6401,31058,0.0208963874042115
201826,2019,M,50-59,1749,21192,26863,0.065108141309608
201826,2019,M,60-69,3080,38855,22319,0.137999014292755
201826,2019,M,70-79,2282,28434,13083,0.174424826110219
201826,2019,M,80+,1024,10433,6838,0.149751389295116
201826,2020,F,20-29,23,205,23634,9.7317424050097e-4
201826,2020,F,30-39,116,999,33647,0.00344755847475258
201826,2020,F,40-49,389,3721,29871,0.013022664122393
201826,2020,F,50-59,1290,14497,29031,0.0444352588612173
201826,2020,F,60-69,3466,43130,29306,0.118269296389818
201826,2020,F,70-79,4322,55024,22498,0.192105964974664
201826,2020,F,80+,3446,36933,19314,0.178419799109454
201826,2020,M,10-19,9,42,24149,3.7268623959584e-4
201826,2020,M,20-29,34,213,25103,0.00135441979046329
201826,2020,M,30-39,147,1191,36306,0.00404891753429185
201826,2020,M,40-49,675,6628,31393,0.0215016086388685
201826,2020,M,50-59,1723,20867,26941,0.063954567387996
201826,2020,M,60-69,3157,40206,22643,0.139424987854966
201826,2020,M,70-79,2402,30319,13254,0.181228308435189
201826,2020,M,80+,1079,11406,7091,0.152164715836976
201826,2021,F,20-29,23,184,22602,0.00101760906114503
201826,2021,F,30-39,125,1081,33542,0.00372667103929402
201826,2021,F,40-49,401,4035,29806,0.0134536670469033
201826,2021,F,50-59,1278,14637,28875,0.0442597402597403
201826,2021,F,60-69,3372,41298,29400,0.11469387755102
201826,2021,F,70-79,4429,55471,22603,0.195947440605229
201826,2021,F,80+,3645,38932,19937,0.182825901590009
201826,2021,M,10-19,6,31,24622,2.4368450978799e-4
201826,2021,M,20-29,28,181,23887,0.00117218570770712
201826,2021,M,30-39,167,1452,36248,0.00460715073935114
201826,2021,M,40-49,683,6754,31422,0.0217363630577303
201826,2021,M,50-59,1773,21142,27184,0.065222189523249
201826,2021,M,60-69,3249,41309,22981,0.141377659805927
201826,2021,M,70-79,2533,31212,13400,0.189029850746269
201826,2021,M,80+,1144,12297,7466,0.153227966782748
201826,2022,F,10-19,8,63,23784,3.3636057854019e-4
201826,2022,F,20-29,32,193,21817,0.00146674611541458
201826,2022,F,30-39,138,1151,33314,0.00414240259350423
201826,2022,F,40-49,422,4373,29919,0.0141047494902905
201826,2022,F,50-59,1336,16084,28809,0.0463743968898608
201826,2022,F,60-69,3399,42393,29386,0.115667324576329
201826,2022,F,70-79,4587,59325,22951,0.199860572524073
201826,2022,F,80+,3680,40737,19815,0.185717890487005
201826,2022,M,10-19,5,7,25000,2e-4
201826,2022,M,20-29,29,153,22938,0.00126427761792658
201826,2022,M,30-39,172,1489,35927,0.00478748573496256
201826,2022,M,40-49,704,7544,31579,0.0222932961778397
201826,2022,M,50-59,1813,22571,27370,0.0662404092071611
201826,2022,M,60-69,3298,42996,23195,0.142185815908601
201826,2022,M,70-79,2701,35072,13686,0.197354961274295
201826,2022,M,80+,1215,13548,7413,0.163901254552813
201826,2023,F,10-19,7,88,23990,2.9178824510212e-4
201826,2023,F,20-29,34,298,21420,0.00158730158730159
201826,2023,F,30-39,159,1401,32495,0.00489306047084167
201826,2023,F,40-49,460,4961,30293,0.0151850262436867
201826,2023,F,50-59,1337,17413,28768,0.0464752502780868
201826,2023,F,60-69,3423,44913,29329,0.11671042313069
201826,2023,F,70-79,4772,64021,23650,0.201775898520085
201826,2023,F,80+,3640,41417,19486,0.186800780047213
201826,2023,M,20-29,29,180,22210,0.00130571814497974
201826,2023,M,30-39,186,1576,35111,0.00529748511862379
201826,2023,M,40-49,735,8425,32042,0.0229386430310218
201826,2023,M,50-59,1899,24191,27558,0.0689092096668844
201826,2023,M,60-69,3449,46637,23381,0.147512937855524
201826,2023,M,70-79,2898,39358,14093,0.205634002696374
201826,2023,M,80+,1217,14352,7317,0.166324996583299
201826,2024,F,10-19,8,90,24083,3.3218452850558e-4
201826,2024,F,20-29,32,317,21122,0.00151500804848026
201826,2024,F,30-39,148,1461,31522,0.00469513355751539
201826,2024,F,40-49,446,4799,30710,0.0145229566916314
201826,2024,F,50-59,1364,18205,28793,0.0473726252908693
201826,2024,F,60-69,3429,46016,29173,0.117540191272752
201826,2024,F,70-79,4946,67060,24393,0.202763087771082
201826,2024,F,80+,3773,44070,19462,0.193864967629226
201826,2024,M,20-29,31,241,21955,0.00141197904805284
201826,2024,M,30-39,197,1703,34075,0.00578136463683052
201826,2024,M,40-49,763,8395,32525,0.0234588777863182
201826,2024,M,50-59,1945,24687,27778,0.0700194398444812
201826,2024,M,60-69,3489,48249,23466,0.148683201227308
201826,2024,M,70-79,3151,43733,14681,0.21463115591581
201826,2024,M,80+,1266,14705,7267,0.17421219210128
315286,2012,F,30-39,9,17,30195,2.9806259314456e-4
315286,2012,F,40-49,18,37,29375,6.127659574468e-4
315286,2012,F,50-59,148,320,30965,0.00477958985951881
315286,2012,F,60-69,336,777,25994,0.0129260598599677
315286,2012,F,70-79,738,1682,23108,0.031936991518089
315286,2012,F,80+,820,1907,15579,0.0526349573143334
315286,2012,M,30-39,12,19,32303,3.7148252484289e-4
315286,2012,M,40-49,43,86,28946,0.00148552477026187
315286,2012,M,50-59,178,338,26833,0.00663362277792271
315286,2012,M,60-69,325,645,18919,0.017178497806438
315286,2012,M,70-79,454,946,12690,0.0357762017336485
315286,2012,M,80+,333,729,5352,0.062219730941704
315286,2013,F,30-39,5,16,30571,1.6355369467796e-4
315286,2013,F,40-49,17,39,29337,5.794730204179e-4
315286,2013,F,50-59,108,266,30890,0.00349627711233409
315286,2013,F,60-69,287,664,26799,0.0107093548266726
315286,2013,F,70-79,626,1462,22735,0.0275346382230042
315286,2013,F,80+,743,1732,15972,0.046518908089156
315286,2013,M,40-49,33,68,29136,0.0011326194398682
315286,2013,M,50-59,148,296,27004,0.00548066953043993
315286,2013,M,60-69,268,566,19542,0.013714051785897
315286,2013,M,70-79,355,818,12541,0.0283071525396699
315286,2013,M,80+,273,586,5499,0.049645390070922
315286,2014,F,40-49,13,19,29359,4.4279437310535e-4
315286,2014,F,50-59,85,212,30669,0.00277152825328508
315286,2014,F,60-69,229,601,27621,0.0082907932370298
315286,2014,F,70-79,474,1264,22474,0.0210910385334164
315286,2014,F,80+,623,1523,16222,0.0384046356799408
315286,2014,M,30-39,6,9,33285,1.8026137899954e-4
315286,2014,M,40-49,40,73,29304,0.00136500136500137
315286,2014,M,50-59,141,289,27067,0.00520929545202645
315286,2014,M,60-69,222,518,20256,0.0109597156398104
315286,2014,M,70-79,315,758,12470,0.0252606255012029
315286,2014,M,80+,270,592,5614,0.0480940505878162
315286,2015,F,40-49,15,30,29457,5.0921682452388e-4
315286,2015,F,50-59,55,146,30260,0.00181758096497026
315286,2015,F,60-69,193,508,28514,0.00676860489584064
315286,2015,F,70-79,439,1223,22106,0.0198588618474622
315286,2015,F,80+,542,1499,16608,0.0326348747591522
315286,2015,M,40-49,26,74,29708,8.7518513531708e-4
315286,2015,M,50-59,98,213,27033,0.00362519883105834
315286,2015,M,60-69,207,492,21060,0.00982905982905983
315286,2015,M,70-79,251,632,12207,0.02056197263865
315286,2015,M,80+,234,570,5810,0.0402753872633391
315286,2016,F,40-49,12,28,29744,4.0344271113501e-4
315286,2016,F,50-59,42,87,29826,0.00140816737075035
315286,2016,F,60-69,169,440,28841,0.00585971360216359
