concept_id,year,sex,age_group,patient_count,record_count,denominator,prevalence
4019824,2008,F,40-49,10,11,24702,4.0482552020079e-4
4019824,2008,F,50-59,23,26,19537,0.00117725341659415
4019824,2008,F,60-69,27,32,10574,0.0025534329487422
4019824,2008,F,70-79,11,13,4117,0.00267184843332524
4019824,2008,M,20-29,5,5,17112,2.9219261337073e-4
4019824,2008,M,30-39,16,18,14818,0.00107976784991227
4019824,2008,M,40-49,14,16,12030,0.00116375727348296
4019824,2008,M,50-59,21,29,8850,0.0023728813559322
4019824,2008,M,60-69,30,37,4934,0.00608025942440211
4019824,2008,M,70-79,13,18,1970,0.0065989847715736
4019824,2009,F,20-29,5,5,28039,1.7832305003744e-4
4019824,2009,F,40-49,8,9,25116,3.1852205765249e-4
4019824,2009,F,50-59,19,19,20081,9.4616801952094e-4
4019824,2009,F,60-69,29,40,11580,0.00250431778929188
4019824,2009,F,70-79,23,23,4654,0.00494198538891276
4019824,2009,M,40-49,21,24,12308,0.00170620734481638
4019824,2009,M,50-59,28,34,9173,0.00305243649841927
4019824,2009,M,60-69,26,32,5307,0.0048991897493876
4019824,2009,M,70-79,25,28,2193,0.0113999088007296
4019824,2010,F,20-29,8,11,28109,2.8460635383684e-4
4019824,2010,F,30-39,8,8,27362,2.9237628828302e-4
4019824,2010,F,40-49,11,11,25643,4.2896696954334e-4
4019824,2010,F,50-59,17,29,20771,8.1844879880602e-4
4019824,2010,F,60-69,45,52,12392,0.00363137508069722
4019824,2010,F,70-79,29,32,5200,0.00557692307692308
4019824,2010,F,80+,6,6,1287,0.00466200466200466
4019824,2010,M,30-39,8,11,15004,5.3319114902692e-4
4019824,2010,M,40-49,14,17,12672,0.00110479797979798
4019824,2010,M,50-59,45,61,9550,0.00471204188481675
4019824,2010,M,60-69,36,39,5646,0.00637619553666312
4019824,2010,M,70-79,23,28,2402,0.00957535387177352
4019824,2011,F,10-19,5,5,14993,3.3348896151537e-4
4019824,2011,F,20-29,6,6,27810,2.1574973031283e-4
4019824,2011,F,30-39,11,14,27230,4.0396621373485e-4
4019824,2011,F,40-49,14,20,25914,5.4024851431658e-4
4019824,2011,F,50-59,22,26,21541,0.00102130820296179
4019824,2011,F,60-69,39,49,13129,0.00297052326909894
4019824,2011,F,70-79,34,41,5894,0.00576857821513403
4019824,2011,M,20-29,5,5,17448,2.8656579550664e-4
4019824,2011,M,30-39,10,10,15094,6.6251490658539e-4
4019824,2011,M,40-49,11,14,13037,8.4375239702385e-4
4019824,2011,M,50-59,46,63,9854,0.00466815506393343
4019824,2011,M,60-69,39,50,5948,0.00655682582380632
4019824,2011,M,70-79,17,21,2665,0.00637898686679174
4019824,2012,F,20-29,10,10,27272,3.6667644470519e-4
4019824,2012,F,30-39,5,6,27143,1.842095567918e-4
4019824,2012,F,40-49,15,17,26248,5.7147211216092e-4
4019824,2012,F,50-59,22,25,22205,9.9076784507993e-4
4019824,2012,F,60-69,33,38,13910,0.00237239396117901
4019824,2012,F,70-79,24,26,6550,0.00366412213740458
4019824,2012,F,80+,8,8,1651,0.00484554815263477
4019824,2012,M,20-29,5,5,17190,2.9086678301338e-4
4019824,2012,M,30-39,11,14,15225,7.2249589490968e-4
4019824,2012,M,40-49,25,33,13334,0.00187490625468727
4019824,2012,M,50-59,39,46,10179,0.00383141762452107
4019824,2012,M,60-69,49,59,6233,0.0078613829616557
4019824,2012,M,70-79,27,40,2947,0.00916185951815406
4019824,2013,F,20-29,10,11,26223,3.8134462113411e-4
4019824,2013,F,30-39,16,16,27285,5.8640278541323e-4
4019824,2013,F,40-49,19,20,26571,7.1506529675209e-4
4019824,2013,F,50-59,17,21,22757,7.4702289405457e-4
4019824,2013,F,60-69,31,36,14851,0.00208740152178304
4019824,2013,F,70-79,23,25,7021,0.00327588662583678
4019824,2013,M,30-39,9,10,15539,5.7918784992599e-4
4019824,2013,M,40-49,29,38,13534,0.00214275158859169
4019824,2013,M,50-59,36,43,10534,0.00341750522118853
4019824,2013,M,60-69,47,52,6568,0.00715590742996346
4019824,2013,M,70-79,21,23,3147,0.00667302192564347
4019824,2013,M,80+,6,6,799,0.00750938673341677
4019824,2014,F,20-29,6,6,25121,2.3884399506389e-4
4019824,2014,F,30-39,10,12,27351,3.6561734488684e-4
4019824,2014,F,40-49,18,18,26806,6.7149145713646e-4
4019824,2014,F,50-59,26,29,23263,0.00111765464471478
4019824,2014,F,60-69,30,33,15853,0.00189238629912319
4019824,2014,F,70-79,25,27,7563,0.0033055665741108
4019824,2014,F,80+,5,6,2102,0.00237868696479543
4019824,2014,M,30-39,8,10,15765,5.0745321915635e-4
4019824,2014,M,40-49,19,22,13720,0.00138483965014577
4019824,2014,M,50-59,33,38,10830,0.00304709141274238
4019824,2014,M,60-69,46,57,7029,0.00654431640347133
4019824,2014,M,70-79,33,36,3346,0.00986252241482367
4019824,2015,F,20-29,8,8,24013,3.3315287552575e-4
4019824,2015,F,30-39,6,6,27427,2.1876253327013e-4
4019824,2015,F,40-49,7,8,27079,2.5850289892536e-4
4019824,2015,F,50-59,26,30,23601,0.00110164823524427
4019824,2015,F,60-69,39,42,16877,0.00231083723410559
4019824,2015,F,70-79,42,49,7999,0.0052506563320415
4019824,2015,F,80+,13,13,2445,0.00531697341513292
4019824,2015,M,20-29,6,6,15008,3.9978678038379e-4
4019824,2015,M,30-39,12,13,15988,7.5056292219164e-4
4019824,2015,M,40-49,23,25,14002,0.0016426224825025
4019824,2015,M,50-59,43,47,11044,0.00389351684172401
4019824,2015,M,60-69,54,70,7512,0.00718849840255591
4019824,2015,M,70-79,30,36,3521,0.00852030673104232
4019824,2015,M,80+,9,11,986,0.00912778904665314
4019824,2016,F,20-29,7,9,22810,3.0688294607628e-4
4019824,2016,F,30-39,12,13,27482,4.3664944327196e-4
4019824,2016,F,40-49,11,11,27348,4.0222319730876e-4
4019824,2016,F,50-59,24,28,23842,0.00100662696082543
4019824,2016,F,60-69,48,55,17787,0.0026986001011975
4019824,2016,F,70-79,38,42,8674,0.00438090846207056
4019824,2016,F,80+,13,14,2772,0.00468975468975469
4019824,2016,M,20-29,6,7,14140,4.2432814710042e-4
4019824,2016,M,30-39,10,13,16116,6.20501365103e-4
4019824,2016,M,40-49,18,20,14296,0.00125909345271405
4019824,2016,M,50-59,47,56,11372,0.00413295814280689
4019824,2016,M,60-69,56,65,7843,0.00714012495218666
4019824,2016,M,70-79,28,38,3762,0.00744284954811271
4019824,2016,M,80+,6,6,1157,0.00518582541054451
4019824,2017,F,30-39,8,8,27542,2.9046547091714e-4
4019824,2017,F,40-49,13,15,27561,4.7168099851239e-4
4019824,2017,F,50-59,19,20,24176,7.8590337524818e-4
4019824,2017,F,60-69,50,60,18589,0.00268976276292431
4019824,2017,F,70-79,44,50,9386,0.00468783294268059
4019824,2017,F,80+,14,16,3181,0.00440113171958504
4019824,2017,M,20-29,6,6,12947,4.6342782111686e-4
4019824,2017,M,30-39,8,8,16587,4.8230541990715e-4
4019824,2017,M,40-49,12,12,14594,8.2225572152939e-4
4019824,2017,M,50-59,39,42,11555,0.0033751622674167
4019824,2017,M,60-69,48,62,8155,0.0058859595340282
4019824,2017,M,70-79,35,40,4073,0.00859317456420329
4019824,2017,M,80+,9,9,1312,0.00685975609756098
4019824,2018,F,20-29,8,9,20031,3.9938095951275e-4
4019824,2018,F,30-39,6,6,27795,2.1586616297895e-4
4019824,2018,F,40-49,14,15,27548,5.0820386234935e-4
4019824,2018,F,50-59,23,33,24589,9.3537760787343e-4
4019824,2018,F,60-69,47,49,19279,0.0024378857824576
4019824,2018,F,70-79,37,40,10139,0.00364927507643752
4019824,2018,F,80+,16,19,3686,0.00434074877916441
4019824,2018,M,20-29,5,5,11631,4.2988565041698e-4
4019824,2018,M,30-39,9,10,17083,5.2683954808874e-4
4019824,2018,M,40-49,22,24,14759,0.00149061589538587
4019824,2018,M,50-59,41,46,11877,0.00345205018102214
4019824,2018,M,60-69,48,59,8476,0.00566304860783388
4019824,2018,M,70-79,40,48,4373,0.00914703864623828
4019824,2018,M,80+,7,7,1493,0.00468854655056932
4019824,2019,F,30-39,12,13,28013,4.283725413201e-4
4019824,2019,F,40-49,9,9,27511,3.2714187052451e-4
4019824,2019,F,50-59,15,18,25009,5.9978407773201e-4
4019824,2019,F,60-69,37,41,19812,0.00186755501716132
4019824,2019,F,70-79,44,53,11117,0.00395790231177476
4019824,2019,F,80+,24,26,4235,0.00566706021251476
4019824,2019,M,20-29,5,5,10413,4.8016901949486e-4
4019824,2019,M,30-39,14,15,17440,8.0275229357798e-4
4019824,2019,M,40-49,11,17,14908,7.3785886772202e-4
4019824,2019,M,50-59,38,45,12143,0.00312937494853002
4019824,2019,M,60-69,46,55,8783,0.00523739041329842
4019824,2019,M,70-79,38,41,4712,0.00806451612903226
4019824,2019,M,80+,11,14,1691,0.0065050266114725
4019824,2020,F,30-39,10,11,28081,3.5611267405006e-4
4019824,2020,F,40-49,13,13,27306,4.760858419395e-4
4019824,2020,F,50-59,27,28,25522,0.00105791082203589
4019824,2020,F,60-69,35,46,20462,0.0017104877333594
4019824,2020,F,70-79,35,38,11882,0.00294563204847669
4019824,2020,F,80+,27,28,4820,0.00560165975103734
4019824,2020,M,30-39,13,17,17596,7.3880427369856e-4
4019824,2020,M,40-49,11,12,14938,7.3637702503681e-4
4019824,2020,M,50-59,32,35,12499,0.00256020481638531
4019824,2020,M,60-69,53,59,9146,0.00579488300896567
4019824,2020,M,70-79,32,37,5006,0.00639232920495406
4019824,2020,M,80+,14,18,1880,0.0074468085106383
4019824,2021,F,30-39,8,8,27779,2.8798732855754e-4
4019824,2021,F,40-49,11,11,27167,4.0490300732506e-4
4019824,2021,F,50-59,27,32,25765,0.0010479332427712
4019824,2021,F,60-69,36,44,21210,0.0016973125884017
4019824,2021,F,70-79,46,52,12586,0.00365485460034959
4019824,2021,F,80+,20,24,5502,0.00363504180298073
4019824,2021,M,20-29,5,5,8027,6.2289772019434e-4
4019824,2021,M,30-39,7,8,17395,4.0241448692152e-4
4019824,2021,M,40-49,14,14,15018,9.3221467572246e-4
4019824,2021,M,50-59,39,41,12826,0.00304069858100733
4019824,2021,M,60-69,44,55,9409,0.0046763736847699
4019824,2021,M,70-79,39,42,5270,0.00740037950664137
4019824,2021,M,80+,9,13,2123,0.00423928403203015
4019824,2022,F,20-29,6,6,12907,4.6486402727202e-4
4019824,2022,F,30-39,8,8,27243,2.9365341555629e-4
4019824,2022,F,40-49,11,13,27061,4.064890432726e-4
4019824,2022,F,50-59,29,32,26086,0.00111170742927241
4019824,2022,F,60-69,44,53,21831,0.00201548257065641
4019824,2022,F,70-79,50,56,13273,0.00376704588261885
4019824,2022,F,80+,32,34,6147,0.00520579144298032
4019824,2022,M,30-39,10,10,17128,5.8383932741709e-4
4019824,2022,M,40-49,10,10,15131,6.608948516291e-4
4019824,2022,M,50-59,37,43,13096,0.00282529016493586
4019824,2022,M,60-69,38,43,9668,0.00393049234588333
4019824,2022,M,70-79,39,46,5484,0.00711159737417943
4019824,2022,M,80+,13,15,2298,0.00565709312445605
4019824,2023,F,30-39,10,10,26188,3.8185428440507e-4
4019824,2023,F,40-49,12,13,27201,4.4116025146134e-4
4019824,2023,F,50-59,20,21,26375,7.5829383886255e-4
4019824,2023,F,60-69,29,34,22348,0.0012976552711652
4019824,2023,F,70-79,62,71,14116,0.00439217908756022
4019824,2023,F,80+,24,25,6619,0.00362592536636954
4019824,2023,M,30-39,15,16,16471,9.1069151842632e-4
4019824,2023,M,40-49,21,23,15435,0.00136054421768707
4019824,2023,M,50-59,31,36,13285,0.00233345878810689
4019824,2023,M,60-69,53,60,9974,0.00531381592139563
4019824,2023,M,70-79,36,38,5752,0.0062586926286509
4019824,2023,M,80+,14,20,2464,0.00568181818181818
4019824,2024,F,30-39,7,7,25084,2.7906235050231e-4
4019824,2024,F,40-49,11,11,27261,4.0350684127508e-4
4019824,2024,F,50-59,16,21,26581,6.0193371204996e-4
4019824,2024,F,60-69,43,56,22812,0.00188497282132211
4019824,2024,F,70-79,64,69,15018,0.0042615528033027
4019824,2024,F,80+,30,33,7110,0.00421940928270042
4019824,2024,M,30-39,8,8,15748,5.0800101600203e-4
4019824,2024,M,40-49,17,18,15642,0.00108681754251374
4019824,2024,M,50-59,39,46,13449,0.00289984385456168
4019824,2024,M,60-69,42,49,10252,0.00409676160749122
4019824,2024,M,70-79,51,56,6127,0.00832381263260976
4019824,2024,M,80+,16,18,2583,0.00619434765776229
4077697,2019,F,40-49,5,5,27511,1.8174548362473e-4
4077697,2019,F,50-59,8779,8838,25009,0.351033627893958
4077697,2019,F,60-69,5732,5768,19812,0.289319604280234
4077697,2019,F,70-79,35,35,11117,0.00314833138436629
4077697,2020,F,50-59,8218,8256,25522,0.321996708721887
4077697,2020,F,60-69,5469,5499,20462,0.26727592610693
4077697,2021,F,50-59,9096,9139,25765,0.35303706578692
4077697,2021,F,60-69,6481,6511,21210,0.305563413484206
4077697,2022,F,30-39,11,11,27243,4.0377344638989e-4
4077697,2022,F,40-49,99,100,27061,0.00365840138945346
4077697,2022,F,50-59,10151,10208,26086,0.389135934984283
4077697,2022,F,60-69,8422,8463,21831,0.38578168659246
4077697,2022,F,70-79,5,5,13273,3.7670458826188e-4
4077697,2023,F,30-39,5,5,26188,1.9092714220253e-4
4077697,2023,F,40-49,56,56,27201,0.00205874784015294
4077697,2023,F,50-59,10363,10393,26375,0.392909952606635
4077697,2023,F,60-69,8807,8832,22348,0.394084481832826
4077697,2024,F,30-39,5,5,25084,1.9933025035879e-4
4077697,2024,F,40-49,34,34,27261,0.00124720296394116
4077697,2024,F,50-59,10495,10524,26581,0.394830894247771
4077697,2024,F,60-69,8992,9017,22812,0.394178502542521
4077697,2024,F,70-79,2529,2536,15018,0.168397922493008
4078793,2021,F,50-59,16,22,25765,6.2099747719774e-4
4078793,2021,F,60-69,49,66,21210,0.00231023102310231
4078793,2021,F,70-79,64,105,12586,0.00508501509613857
4078793,2021,F,80+,32,41,5502,0.00581606688476917
4078793,2021,M,30-39,12,18,17395,6.8985340615119e-4
4078793,2021,M,40-49,19,38,15018,0.00126514848848049
4078793,2021,M,50-59,48,78,12826,0.00374239825354748
4078793,2021,M,60-69,68,103,9409,0.00722712296737167
4078793,2021,M,70-79,56,90,5270,0.0106261859582543
4078793,2021,M,80+,14,18,2123,0.00659444182760245
4078793,2022,F,40-49,5,7,27061,1.8476774694209e-4
4078793,2022,F,50-59,23,41,26086,8.8169899562984e-4
4078793,2022,F,60-69,42,69,21831,0.00192386972653566
4078793,2022,F,70-79,96,162,13273,0.00723272809462819
4078793,2022,F,80+,47,70,6147,0.00764600618187734
4078793,2022,M,30-39,11,16,17128,6.422232601588e-4
4078793,2022,M,40-49,27,41,15131,0.00178441609939859
4078793,2022,M,50-59,58,90,13096,0.00442883323152107
4078793,2022,M,60-69,90,143,9668,0.00930906081919735
4078793,2022,M,70-79,61,90,5484,0.0111232676878191
4078793,2022,M,80+,15,20,2298,0.00652741514360313
4078793,2023,F,50-59,25,36,26375,9.4786729857819e-4
4078793,2023,F,60-69,56,99,22348,0.0025058170753535
4078793,2023,F,70-79,87,162,14116,0.00616321904222159
4078793,2023,F,80+,48,64,6619,0.00725185073273908
4078793,2023,M,30-39,8,11,16471,4.857021431607e-4
4078793,2023,M,40-49,19,38,15435,0.00123096857790735
4078793,2023,M,50-59,46,71,13285,0.00346255175009409
4078793,2023,M,60-69,98,150,9974,0.0098255464206938
4078793,2023,M,70-79,65,119,5752,0.0113004172461752
4078793,2023,M,80+,20,31,2464,0.00811688311688312
4078793,2024,F,40-49,5,5,27261,1.8341220057958e-4
4078793,2024,F,50-59,25,39,26581,9.4052142507806e-4
4078793,2024,F,60-69,74,113,22812,0.00324390671576363
4078793,2024,F,70-79,109,191,15018,0.00725795711812492
4078793,2024,F,80+,55,84,7110,0.00773558368495077
4078793,2024,M,30-39,5,6,15748,3.1750063500127e-4
4078793,2024,M,40-49,28,45,15642,0.00179005242296382
4078793,2024,M,50-59,67,99,13449,0.0049817830321957
4078793,2024,M,60-69,94,149,10252,0.00916894264533749
4078793,2024,M,70-79,65,99,6127,0.0106087808062673
4078793,2024,M,80+,21,29,2583,0.00813008130081301
4140473,2004,F,0-9,14,18,9469,0.00147850881824902
4140473,2004,F,10-19,113,120,25124,0.00449769145040599
4140473,2004,F,20-29,158,171,27366,0.00577358766352408
4140473,2004,F,30-39,185,197,26849,0.00689038697903088
4140473,2004,F,40-49,373,400,23351,0.0159736199734487
4140473,2004,F,50-59,493,539,16027,0.0307605915018406
4140473,2004,F,60-69,308,334,7877,0.0391011806525327
4140473,2004,F,70-79,96,115,2345,0.0409381663113006
4140473,2004,F,80+,10,11,402,0.0248756218905473
4140473,2004,M,0-9,5,9,4764,0.0010495382031906
4140473,2004,M,10-19,119,130,15824,0.00752022244691608
4140473,2004,M,20-29,162,175,15790,0.0102596580113996
4140473,2004,M,30-39,186,205,13776,0.0135017421602787
4140473,2004,M,40-49,260,285,10957,0.02372912293511
4140473,2004,M,50-59,232,262,7300,0.0317808219178082
4140473,2004,M,60-69,162,180,3716,0.0435952637244349
4140473,2004,M,70-79,54,56,1150,0.0469565217391304
4140473,2005,F,0-9,11,13,7824,0.00140593047034765
4140473,2005,F,10-19,108,123,24017,0.00449681475621435
4140473,2005,F,20-29,177,192,27448,0.00644855727193238
4140473,2005,F,30-39,276,292,27124,0.0101754903406577
4140473,2005,F,40-49,455,491,23699,0.0191991223258365
4140473,2005,F,50-59,563,627,17082,0.0329586699449713
4140473,2005,F,60-69,349,398,8344,0.0418264621284756
4140473,2005,F,70-79,124,137,2741,0.045238963881795
4140473,2005,F,80+,13,13,508,0.0255905511811024
4140473,2005,M,0-9,6,6,3867,0.00155159038013964
4140473,2005,M,10-19,114,124,15017,0.00759139641739362
4140473,2005,M,20-29,170,185,16013,0.0106163741959658
4140473,2005,M,30-39,233,251,14061,0.0165706564255743
4140473,2005,M,40-49,285,314,11179,0.0254942302531532
4140473,2005,M,50-59,300,331,7837,0.0382799540640551
4140473,2005,M,60-69,172,196,3933,0.0437325197050598
4140473,2005,M,70-79,65,76,1307,0.0497322111706197
4140473,2005,M,80+,5,5,200,0.025
4140473,2006,F,0-9,12,15,6284,0.00190961171228517
4140473,2006,F,10-19,137,146,22814,0.00600508459717717
4140473,2006,F,20-29,180,198,27500,0.00654545454545455
4140473,2006,F,30-39,308,326,27397,0.0112421068000146
4140473,2006,F,40-49,526,573,23945,0.0219670077260388
4140473,2006,F,50-59,670,727,18035,0.0371499861380649
4140473,2006,F,60-69,444,498,9045,0.0490878938640133
4140473,2006,F,70-79,154,162,3113,0.049469964664311
4140473,2006,F,80+,15,18,625,0.024
4140473,2006,M,0-9,7,8,3031,0.0023094688221709
4140473,2006,M,10-19,133,141,14148,0.00940062199604184
4140473,2006,M,20-29,236,250,16146,0.0146166233122755
4140473,2006,M,30-39,234,257,14355,0.0163009404388715
4140473,2006,M,40-49,335,366,11518,0.0290849105747526
4140473,2006,M,50-59,330,371,8179,0.0403472307128011
4140473,2006,M,60-69,205,236,4235,0.0484061393152302
4140473,2006,M,70-79,87,103,1519,0.0572745227123107
4140473,2006,M,80+,9,9,246,0.0365853658536585
4140473,2007,F,0-9,10,11,4773,0.00209511837418814
4140473,2007,F,10-19,117,129,21497,0.00544261990045123
4140473,2007,F,20-29,244,271,27565,0.00885180482495919
4140473,2007,F,30-39,350,383,27605,0.0126788625249049
4140473,2007,F,40-49,600,661,24284,0.0247076264206885
4140473,2007,F,50-59,765,844,18845,0.0405943221013531
4140473,2007,F,60-69,530,606,9803,0.0540650821177191
4140473,2007,F,70-79,181,222,3586,0.0504740658114891
4140473,2007,F,80+,30,41,753,0.0398406374501992
4140473,2007,M,0-9,7,7,2256,0.00310283687943262
4140473,2007,M,10-19,121,131,12954,0.00934074417168442
4140473,2007,M,20-29,270,295,16615,0.016250376166115
4140473,2007,M,30-39,276,297,14654,0.0188344479323052
4140473,2007,M,40-49,349,389,11696,0.0298392612859097
4140473,2007,M,50-59,414,478,8525,0.0485630498533724
4140473,2007,M,60-69,288,327,4581,0.0628683693516699
4140473,2007,M,70-79,107,126,1746,0.061282932416953
4140473,2007,M,80+,9,10,298,0.0302013422818792
4140473,2008,F,0-9,10,12,3362,0.00297441998810232
4140473,2008,F,10-19,114,127,20032,0.0056908945686901
4140473,2008,F,20-29,241,261,27820,0.0086628324946082
4140473,2008,F,30-39,386,435,27592,0.0139895621919397
4140473,2008,F,40-49,655,716,24702,0.026516071573152
4140473,2008,F,50-59,908,1023,19537,0.046475917489891
4140473,2008,F,60-69,682,789,10574,0.064497824853414
4140473,2008,F,70-79,282,339,4117,0.0684964780179742
4140473,2008,F,80+,43,48,933,0.0460878885316184
4140473,2008,M,10-19,160,175,11638,0.0137480666781234
4140473,2008,M,20-29,300,331,17112,0.017531556802244
4140473,2008,M,30-39,323,358,14818,0.0217978134701039
4140473,2008,M,40-49,428,469,12030,0.0355777223607648
4140473,2008,M,50-59,484,553,8850,0.0546892655367232
4140473,2008,M,60-69,339,419,4934,0.0687069314957438
4140473,2008,M,70-79,172,218,1970,0.0873096446700508
4140473,2008,M,80+,29,30,363,0.0798898071625344
4140473,2009,F,0-9,6,7,1990,0.00301507537688442
4140473,2009,F,10-19,126,139,18471,0.00682150397921065
4140473,2009,F,20-29,277,295,28039,0.00987909697207461
4140473,2009,F,30-39,416,456,27555,0.0150970785701325
4140473,2009,F,40-49,683,746,25116,0.0271938206720815
4140473,2009,F,50-59,899,1020,20081,0.0447686868183855
4140473,2009,F,60-69,708,816,11580,0.061139896373057
4140473,2009,F,70-79,341,409,4654,0.0732703051138805
4140473,2009,F,80+,61,72,1096,0.0556569343065693
4140473,2009,M,10-19,141,154,10416,0.013536866359447
4140473,2009,M,20-29,339,372,17477,0.0193969216684786
4140473,2009,M,30-39,319,348,14960,0.0213235294117647
4140473,2009,M,40-49,411,448,12308,0.0333929151771206
4140473,2009,M,50-59,506,598,9173,0.0551618881500055
4140473,2009,M,60-69,410,481,5307,0.0772564537403429
4140473,2009,M,70-79,200,242,2193,0.0911992704058368
4140473,2009,M,80+,27,35,446,0.0605381165919283
4140473,2010,F,10-19,146,165,16927,0.00862527323211437
4140473,2010,F,20-29,263,295,28109,0.00935643388238642
4140473,2010,F,30-39,422,472,27362,0.0154228492069293
4140473,2010,F,40-49,682,781,25643,0.0265959521116874
4140473,2010,F,50-59,902,1003,20771,0.0434259303837081
4140473,2010,F,60-69,762,906,12392,0.0614912846998063
4140473,2010,F,70-79,419,506,5200,0.0805769230769231
4140473,2010,F,80+,59,70,1287,0.0458430458430458
4140473,2010,M,10-19,149,168,9283,0.0160508456318001
4140473,2010,M,20-29,316,355,17634,0.0179199274129523
4140473,2010,M,30-39,266,305,15004,0.0177286057051453
4140473,2010,M,40-49,391,445,12672,0.0308554292929293
4140473,2010,M,50-59,496,572,9550,0.0519371727748691
4140473,2010,M,60-69,390,458,5646,0.0690754516471838
4140473,2010,M,70-79,199,242,2402,0.0828476269775187
4140473,2010,M,80+,37,44,535,0.0691588785046729
4140473,2011,F,10-19,135,148,14993,0.00900420196091509
4140473,2011,F,20-29,288,311,27810,0.0103559870550162
4140473,2011,F,30-39,461,516,27230,0.0169298567756151
4140473,2011,F,40-49,732,806,25914,0.0282472794628386
4140473,2011,F,50-59,1001,1147,21541,0.0464695232347616
4140473,2011,F,60-69,875,1010,13129,0.0666463553964506
4140473,2011,F,70-79,470,569,5894,0.0797421106209705
4140473,2011,F,80+,91,102,1447,0.0628887353144437
4140473,2011,M,10-19,138,155,8035,0.0171748599875544
4140473,2011,M,20-29,347,387,17448,0.0198876662081614
4140473,2011,M,30-39,339,372,15094,0.022459255333245
4140473,2011,M,40-49,421,473,13037,0.0322927053770039
4140473,2011,M,50-59,454,535,9854,0.0460726608483864
4140473,2011,M,60-69,462,561,5948,0.0776731674512441
4140473,2011,M,70-79,215,257,2665,0.0806754221388368
4140473,2011,M,80+,40,56,614,0.0651465798045603
4140473,2012,F,10-19,142,162,12915,0.0109949670925281
4140473,2012,F,20-29,293,321,27272,0.0107436198298621
4140473,2012,F,30-39,458,520,27143,0.0168735954021295
4140473,2012,F,40-49,715,819,26248,0.0272401706796708
4140473,2012,F,50-59,1089,1241,22205,0.0490430083314569
4140473,2012,F,60-69,914,1094,13910,0.0657081236520489
4140473,2012,F,70-79,542,654,6550,0.0827480916030534
4140473,2012,F,80+,96,112,1651,0.0581465778316172
4140473,2012,M,10-19,100,121,6755,0.0148038490007402
4140473,2012,M,20-29,329,365,17190,0.0191390343222804
4140473,2012,M,30-39,361,414,15225,0.0237110016420361
4140473,2012,M,40-49,455,497,13334,0.0341232938353082
4140473,2012,M,50-59,517,616,10179,0.0507908438942922
4140473,2012,M,60-69,430,506,6233,0.0689876463982031
4140473,2012,M,70-79,276,336,2947,0.0936545639633526
4140473,2012,M,80+,57,70,690,0.0826086956521739
4140473,2013,F,10-19,100,112,11180,0.00894454382826476
4140473,2013,F,20-29,259,279,26223,0.00987682568737368
4140473,2013,F,30-39,386,417,27285,0.0141469671980942
4140473,2013,F,40-49,620,688,26571,0.0233337096834895
4140473,2013,F,50-59,846,926,22757,0.0371753746100101
4140473,2013,F,60-69,789,884,14851,0.0531277355060265
4140473,2013,F,70-79,505,578,7021,0.0719270759151118
4140473,2013,F,80+,106,116,1872,0.0566239316239316
4140473,2013,M,10-19,104,106,5712,0.0182072829131653
4140473,2013,M,20-29,254,274,16537,0.0153594968857713
