concept_id,year,sex,age_group,patient_count,record_count,denominator,prevalence
766814,2010,F,50-59,141,478,20771,0.00678831062539117
766814,2010,F,60-69,78,256,12392,0.00629438347320852
766814,2010,F,70-79,30,87,5200,0.00576923076923077
766814,2010,F,80+,8,20,1287,0.00621600621600622
766814,2010,M,10-19,8,28,9283,8.6179036949262e-4
766814,2010,M,20-29,39,127,17634,0.00221163661109221
766814,2010,M,30-39,42,152,15004,0.00279925353239136
766814,2010,M,40-49,54,186,12672,0.00426136363636364
766814,2010,M,50-59,47,190,9550,0.00492146596858639
766814,2010,M,60-69,19,60,5646,0.00336521431101665
766814,2010,M,70-79,5,19,2402,0.00208159866777685
766814,2011,F,10-19,22,57,14993,0.00146735143066764
766814,2011,F,20-29,122,378,27810,0.00438691118302769
766814,2011,F,30-39,154,556,27230,0.00565552699228792
766814,2011,F,40-49,187,635,25914,0.00721617658408582
766814,2011,F,50-59,207,681,21541,0.00960958172786779
766814,2011,F,60-69,120,389,13129,0.00914007159722751
766814,2011,F,70-79,43,148,5894,0.00729555480149304
766814,2011,F,80+,21,52,1447,0.0145127850725639
766814,2011,M,10-19,10,25,8035,0.00124455507156192
766814,2011,M,20-29,74,171,17448,0.0042411737734984
766814,2011,M,30-39,63,192,15094,0.00417384391148801
766814,2011,M,40-49,72,250,13037,0.00552274296233796
766814,2011,M,50-59,72,228,9854,0.00730667749137406
766814,2011,M,60-69,42,145,5948,0.00706119704102219
766814,2011,M,70-79,17,43,2665,0.00637898686679174
766814,2011,M,80+,7,16,614,0.011400651465798
766814,2012,F,10-19,27,58,12915,0.00209059233449477
766814,2012,F,20-29,139,443,27272,0.00509680258140217
766814,2012,F,30-39,193,630,27143,0.00711048889216373
766814,2012,F,40-49,269,938,26248,0.0102483998780859
766814,2012,F,50-59,283,928,22205,0.0127448772798919
766814,2012,F,60-69,163,535,13910,0.0117181883537024
766814,2012,F,70-79,77,258,6550,0.0117557251908397
766814,2012,F,80+,30,89,1651,0.0181708055723804
766814,2012,M,10-19,10,34,6755,0.00148038490007402
766814,2012,M,20-29,71,230,17190,0.00413030831878999
766814,2012,M,30-39,90,295,15225,0.00591133004926108
766814,2012,M,40-49,95,320,13334,0.00712464376781161
766814,2012,M,50-59,92,331,10179,0.00903821593476766
766814,2012,M,60-69,66,204,6233,0.0105888015401893
766814,2012,M,70-79,22,70,2947,0.00746521886664404
766814,2012,M,80+,6,18,690,0.00869565217391304
766814,2013,F,10-19,27,69,11180,0.00241502683363148
766814,2013,F,20-29,168,526,26223,0.0064065896350532
766814,2013,F,30-39,197,701,27285,0.0072200842954004
766814,2013,F,40-49,266,1021,26571,0.0100109141545294
766814,2013,F,50-59,333,1107,22757,0.0146328602188338
766814,2013,F,60-69,223,796,14851,0.0150158238502458
766814,2013,F,70-79,106,379,7021,0.0150975644495086
766814,2013,F,80+,44,127,1872,0.0235042735042735
766814,2013,M,10-19,18,35,5712,0.00315126050420168
766814,2013,M,20-29,85,274,16537,0.00513998911531717
766814,2013,M,30-39,102,358,15539,0.00656412896582792
766814,2013,M,40-49,121,396,13534,0.00894044628343431
766814,2013,M,50-59,126,392,10534,0.0119612682741599
766814,2013,M,60-69,86,289,6568,0.0130937880633374
766814,2013,M,70-79,30,75,3147,0.00953288846520496
766814,2013,M,80+,10,24,799,0.0125156445556946
766814,2014,F,10-19,48,98,9469,0.00506917309113951
766814,2014,F,20-29,165,600,25121,0.006568209864257
766814,2014,F,30-39,233,792,27351,0.0085188841358634
766814,2014,F,40-49,323,1201,26806,0.0120495411475043
766814,2014,F,50-59,397,1406,23263,0.0170657266904526
766814,2014,F,60-69,290,1091,15853,0.0182930675581909
766814,2014,F,70-79,136,432,7563,0.0179822821631628
766814,2014,F,80+,54,182,2102,0.0256898192197907
766814,2014,M,10-19,12,26,4764,0.00251889168765743
766814,2014,M,20-29,107,337,15818,0.00676444556833987
766814,2014,M,30-39,129,454,15765,0.00818268315889629
766814,2014,M,40-49,145,502,13720,0.0105685131195335
766814,2014,M,50-59,141,467,10830,0.0130193905817175
766814,2014,M,60-69,103,327,7029,0.0146535780338597
766814,2014,M,70-79,43,134,3346,0.0128511655708308
766814,2014,M,80+,19,45,884,0.0214932126696833
766814,2015,F,10-19,40,110,7824,0.00511247443762781
766814,2015,F,20-29,186,556,24013,0.00774580435597385
766814,2015,F,30-39,268,904,27427,0.00977139315273271
766814,2015,F,40-49,345,1341,27079,0.0127405000184645
766814,2015,F,50-59,440,1606,23601,0.0186432778272107
766814,2015,F,60-69,351,1281,16877,0.0207975351069503
766814,2015,F,70-79,185,588,7999,0.0231278909863733
766814,2015,F,80+,81,294,2445,0.0331288343558282
766814,2015,M,10-19,8,21,3867,0.00206878717351952
766814,2015,M,20-29,122,363,15008,0.00812899786780384
766814,2015,M,30-39,132,467,15988,0.00825619214410808
766814,2015,M,40-49,172,562,14002,0.0122839594343665
766814,2015,M,50-59,147,558,11044,0.0133103947844984
766814,2015,M,60-69,108,410,7512,0.0143769968051118
766814,2015,M,70-79,47,135,3521,0.0133484805452996
766814,2015,M,80+,28,77,986,0.0283975659229209
766814,2016,F,10-19,53,129,6284,0.00843411839592616
766814,2016,F,20-29,170,638,22810,0.00745287154756686
766814,2016,F,30-39,253,949,27482,0.00920602576231715
766814,2016,F,40-49,411,1434,27348,0.0150285212812637
766814,2016,F,50-59,458,1724,23842,0.019209797835752
766814,2016,F,60-69,381,1358,17787,0.0214201383032552
766814,2016,F,70-79,214,762,8674,0.0246714318653447
766814,2016,F,80+,111,370,2772,0.04004329004329
766814,2016,M,10-19,6,8,3031,0.00197954470471791
766814,2016,M,20-29,114,306,14140,0.00806223479490806
766814,2016,M,30-39,170,550,16116,0.0105485232067511
766814,2016,M,40-49,186,544,14296,0.0130106323447118
766814,2016,M,50-59,193,670,11372,0.0169715089693985
766814,2016,M,60-69,115,430,7843,0.0146627565982405
766814,2016,M,70-79,59,187,3762,0.0156831472620946
766814,2016,M,80+,31,104,1157,0.0267934312878133
766814,2017,F,10-19,45,118,4773,0.00942803268384664
766814,2017,F,20-29,201,656,21494,0.00935144691541826
766814,2017,F,30-39,292,1034,27542,0.0106019896884758
766814,2017,F,40-49,426,1594,27561,0.0154566234897137
766814,2017,F,50-59,561,2043,24176,0.023204831237591
766814,2017,F,60-69,478,1678,18589,0.0257141320135564
766814,2017,F,70-79,293,987,9386,0.0312167057319412
766814,2017,F,80+,136,414,3181,0.0427538509902546
766814,2017,M,10-19,6,17,2256,0.00265957446808511
766814,2017,M,20-29,132,319,12947,0.0101954120645709
766814,2017,M,30-39,170,570,16587,0.0102489901730271
766814,2017,M,40-49,217,705,14594,0.0148691242976566
766814,2017,M,50-59,215,754,11555,0.0186066637819126
766814,2017,M,60-69,142,486,8155,0.0174126302881668
766814,2017,M,70-79,91,285,4073,0.0223422538669286
766814,2017,M,80+,41,131,1312,0.03125
766814,2018,F,10-19,55,185,3362,0.0163593099345628
766814,2018,F,20-29,228,699,20031,0.0113823573461135
766814,2018,F,30-39,328,1274,27795,0.0118006835761828
766814,2018,F,40-49,475,1756,27548,0.0172426310439959
766814,2018,F,50-59,600,2242,24589,0.0244011549880028
766814,2018,F,60-69,557,2169,19279,0.0288915400176358
766814,2018,F,70-79,331,1272,10139,0.0326462175756978
766814,2018,F,80+,176,570,3686,0.0477482365708085
766814,2018,M,10-19,16,30,1558,0.0102695763799743
766814,2018,M,20-29,111,328,11631,0.00954346143925716
766814,2018,M,30-39,195,589,17083,0.0114148568752561
766814,2018,M,40-49,241,859,14759,0.0163290195812724
766814,2018,M,50-59,243,936,11877,0.0204597120484971
766814,2018,M,60-69,164,580,8476,0.0193487494100991
766814,2018,M,70-79,122,428,4373,0.0278984678710268
766814,2018,M,80+,65,210,1493,0.043536503683858
766814,2019,F,10-19,37,110,1990,0.0185929648241206
766814,2019,F,20-29,261,851,18471,0.0141302582426506
766814,2019,F,30-39,375,1405,28013,0.0133866419162532
766814,2019,F,40-49,486,1855,27511,0.0176656610083239
766814,2019,F,50-59,686,2567,25009,0.0274301251549442
766814,2019,F,60-69,585,2348,19812,0.0295275590551181
766814,2019,F,70-79,395,1526,11117,0.0355311684807052
766814,2019,F,80+,245,840,4235,0.0578512396694215
766814,2019,M,10-19,7,24,889,0.0078740157480315
766814,2019,M,20-29,123,369,10413,0.0118121578795736
766814,2019,M,30-39,220,679,17440,0.0126146788990826
766814,2019,M,40-49,245,874,14908,0.0164341293265361
766814,2019,M,50-59,295,1151,12143,0.0242938318372725
766814,2019,M,60-69,211,733,8783,0.0240236821131732
766814,2019,M,70-79,147,503,4712,0.0311969439728353
766814,2019,M,80+,81,259,1691,0.0479006505026611
766814,2020,F,10-19,16,53,743,0.0215343203230148
766814,2020,F,20-29,265,898,16924,0.015658236823446
766814,2020,F,30-39,427,1458,28081,0.015206011181938
766814,2020,F,40-49,568,2127,27306,0.020801289093972
766814,2020,F,50-59,765,2888,25522,0.0299741399576836
766814,2020,F,60-69,647,2458,20462,0.0316195875281009
766814,2020,F,70-79,515,1941,11882,0.0433428715704427
766814,2020,F,80+,306,1043,4820,0.0634854771784232
766814,2020,M,20-29,95,290,9278,0.0102392757059711
766814,2020,M,30-39,239,757,17596,0.0135826324164583
766814,2020,M,40-49,281,959,14938,0.0188110858213951
766814,2020,M,50-59,319,1188,12499,0.0255220417633411
766814,2020,M,60-69,249,950,9146,0.0272250164006123
766814,2020,M,70-79,181,589,5006,0.0361566120655214
766814,2020,M,80+,110,354,1880,0.0585106382978723
766814,2021,F,10-19,6,11,265,0.0226415094339623
766814,2021,F,20-29,327,1167,14989,0.0218159983988258
766814,2021,F,30-39,426,1515,27779,0.0153353252456892
766814,2021,F,40-49,635,2420,27167,0.0233739463319468
766814,2021,F,50-59,799,3146,25765,0.0310110615175626
766814,2021,F,60-69,733,2861,21210,0.0345591702027346
766814,2021,F,70-79,601,2233,12586,0.0477514698871762
766814,2021,F,80+,409,1362,5502,0.074336604870956
766814,2021,M,20-29,110,348,8027,0.0137037498442756
766814,2021,M,30-39,262,891,17395,0.0150617993676344
766814,2021,M,40-49,299,1089,15018,0.0199094420029298
766814,2021,M,50-59,338,1228,12826,0.0263527210353969
766814,2021,M,60-69,287,1134,9409,0.0305027101711128
766814,2021,M,70-79,197,639,5270,0.0373814041745731
766814,2021,M,80+,130,415,2123,0.0612341026848799
766814,2022,F,20-29,328,1133,12907,0.0254125668242039
766814,2022,F,30-39,456,1548,27243,0.0167382446867085
766814,2022,F,40-49,639,2417,27061,0.0236133180591996
766814,2022,F,50-59,863,3428,26086,0.0330828797055892
766814,2022,F,60-69,839,3354,21831,0.0384315881086528
766814,2022,F,70-79,664,2482,13273,0.0500263693211783
766814,2022,F,80+,536,1786,6147,0.0871970066699203
766814,2022,M,20-29,100,319,6751,0.0148126203525404
766814,2022,M,30-39,300,1024,17128,0.0175151798225128
766814,2022,M,40-49,314,1139,15131,0.0207520983411539
766814,2022,M,50-59,356,1287,13096,0.0271838729383018
766814,2022,M,60-69,334,1245,9668,0.0345469590401324
766814,2022,M,70-79,233,753,5484,0.0424872355944566
766814,2022,M,80+,170,568,2298,0.0739773716275022
766814,2023,F,20-29,293,1120,11168,0.0262356733524355
766814,2023,F,30-39,499,1789,26188,0.019054528791813
766814,2023,F,40-49,694,2675,27201,0.025513767876181
766814,2023,F,50-59,912,3532,26375,0.0345781990521327
766814,2023,F,60-69,914,3557,22348,0.0408985144084482
766814,2023,F,70-79,768,2860,14116,0.0544063474071975
766814,2023,F,80+,647,2336,6619,0.0977489046683789
766814,2023,M,20-29,114,362,5704,0.0199859747545582
766814,2023,M,30-39,278,946,16471,0.0168781494748346
766814,2023,M,40-49,332,1151,15435,0.0215095562034338
766814,2023,M,50-59,350,1315,13285,0.0263455024463681
766814,2023,M,60-69,370,1503,9974,0.0370964507720072
766814,2023,M,70-79,271,968,5752,0.0471140472878999
766814,2023,M,80+,206,737,2464,0.0836038961038961
766814,2024,F,20-29,273,1028,9455,0.0288736118455843
766814,2024,F,30-39,551,1948,25084,0.0219661935895391
766814,2024,F,40-49,805,3013,27261,0.0295293642933128
766814,2024,F,50-59,997,4001,26581,0.0375079944321132
766814,2024,F,60-69,1013,3916,22812,0.0444064527441697
766814,2024,F,70-79,900,3380,15018,0.0599280862964443
766814,2024,F,80+,736,2814,7110,0.10351617440225
766814,2024,M,20-29,96,277,4755,0.0201892744479495
766814,2024,M,30-39,312,1106,15748,0.0198120396240792
766814,2024,M,40-49,393,1302,15642,0.0251246643651707
766814,2024,M,50-59,405,1463,13449,0.0301137631050636
766814,2024,M,60-69,385,1598,10252,0.0375536480686695
766814,2024,M,70-79,329,1203,6127,0.0536967520809532
766814,2024,M,80+,230,832,2583,0.0890437475803329
781039,2010,F,10-19,20,26,16927,0.00118154427837183
781039,2010,F,20-29,310,562,28109,0.0110284962111779
781039,2010,F,30-39,633,1130,27362,0.023134273810394
781039,2010,F,40-49,1038,1944,25643,0.0404788831259993
781039,2010,F,50-59,1118,2087,20771,0.0538250445332435
781039,2010,F,60-69,761,1537,12392,0.0614105874757908
781039,2010,F,70-79,352,711,5200,0.0676923076923077
781039,2010,F,80+,97,207,1287,0.0753690753690754
781039,2010,M,10-19,7,21,9283,7.5406657330604e-4
781039,2010,M,20-29,127,271,17634,0.00720199614381309
781039,2010,M,30-39,182,442,15004,0.0121300986403626
781039,2010,M,40-49,234,547,12672,0.0184659090909091
781039,2010,M,50-59,270,630,9550,0.0282722513089005
781039,2010,M,60-69,192,462,5646,0.0340063761955367
781039,2010,M,70-79,92,165,2402,0.0383014154870941
781039,2010,M,80+,25,50,535,0.0467289719626168
781039,2011,F,10-19,51,71,14993,0.00340158740745681
781039,2011,F,20-29,479,951,27810,0.0172240201366415
781039,2011,F,30-39,862,1695,27230,0.0316562614763129
781039,2011,F,40-49,1433,2872,25914,0.0552982943582619
781039,2011,F,50-59,1613,3448,21541,0.0748804605171533
781039,2011,F,60-69,1101,2358,13129,0.0838601569045624
781039,2011,F,70-79,537,1308,5894,0.0911096029860875
781039,2011,F,80+,125,324,1447,0.0863856254319281
781039,2011,M,10-19,12,25,8035,0.0014934660858743
781039,2011,M,20-29,181,411,17448,0.0103736817973407
781039,2011,M,30-39,322,821,15094,0.0213329799920498
781039,2011,M,40-49,342,830,13037,0.0262330290711053
781039,2011,M,50-59,363,903,9854,0.0368378323523442
781039,2011,M,60-69,255,684,5948,0.042871553463349
781039,2011,M,70-79,105,275,2665,0.0393996247654784
781039,2011,M,80+,39,110,614,0.0635179153094463
781039,2012,F,10-19,42,58,12915,0.0032520325203252
781039,2012,F,20-29,539,1016,27272,0.0197638603696099
781039,2012,F,30-39,1013,1989,27143,0.03732085620602
781039,2012,F,40-49,1571,3266,26248,0.0598521792136544
781039,2012,F,50-59,1781,4041,22205,0.0802071605494258
781039,2012,F,60-69,1389,3189,13910,0.0998562185478073
781039,2012,F,70-79,681,1695,6550,0.103969465648855
781039,2012,F,80+,155,494,1651,0.0938824954572986
781039,2012,M,10-19,14,17,6755,0.00207253886010363
781039,2012,M,20-29,237,465,17190,0.0137870855148342
781039,2012,M,30-39,348,945,15225,0.0228571428571429
781039,2012,M,40-49,388,928,13334,0.0290985450727464
781039,2012,M,50-59,392,1179,10179,0.0385106592003144
781039,2012,M,60-69,295,783,6233,0.0473287341569068
781039,2012,M,70-79,144,415,2947,0.0488632507634883
781039,2012,M,80+,45,122,690,0.0652173913043478
781039,2013,F,10-19,41,59,11180,0.00366726296958855
781039,2013,F,20-29,525,984,26223,0.0200205926095412
781039,2013,F,30-39,969,2081,27285,0.0355140186915888
781039,2013,F,40-49,1557,3249,26571,0.0585977193180535
781039,2013,F,50-59,1830,4197,22757,0.0804148174188162
781039,2013,F,60-69,1470,3478,14851,0.0989832334522928
781039,2013,F,70-79,761,1868,7021,0.108389118359208
781039,2013,F,80+,167,497,1872,0.0892094017094017
781039,2013,M,10-19,18,20,5712,0.00315126050420168
781039,2013,M,20-29,223,436,16537,0.013484912620185
781039,2013,M,30-39,360,896,15539,0.0231675139970397
781039,2013,M,40-49,421,1032,13534,0.0311068420274863
781039,2013,M,50-59,434,1305,10534,0.0411999240554395
781039,2013,M,60-69,321,829,6568,0.0488733252131547
781039,2013,M,70-79,151,430,3147,0.047982205274865
781039,2013,M,80+,39,102,799,0.048811013767209
781039,2014,F,10-19,49,78,9469,0.00517478086387158
781039,2014,F,20-29,547,1044,25121,0.0217746108833247
781039,2014,F,30-39,1042,2129,27351,0.0380973273372089
781039,2014,F,40-49,1617,3396,26806,0.0603223158994255
781039,2014,F,50-59,1911,4236,23263,0.0821476163865366
781039,2014,F,60-69,1544,3655,15853,0.0973948148615404
781039,2014,F,70-79,826,2046,7563,0.109215919608621
781039,2014,F,80+,180,573,2102,0.0856327307326356
781039,2014,M,10-19,14,17,4764,0.00293870696893367
781039,2014,M,20-29,206,490,15818,0.0130231381969908
781039,2014,M,30-39,380,972,15765,0.0241040279099271
781039,2014,M,40-49,392,1039,13720,0.0285714285714286
781039,2014,M,50-59,429,1330,10830,0.039612188365651
781039,2014,M,60-69,331,917,7029,0.0470906245554133
781039,2014,M,70-79,177,484,3346,0.052898983861327
781039,2014,M,80+,40,143,884,0.0452488687782805
781039,2015,F,10-19,42,82,7824,0.0053680981595092
781039,2015,F,20-29,517,995,24013,0.021530004580852
781039,2015,F,30-39,1001,2002,27427,0.0364968826339009
781039,2015,F,40-49,1502,3187,27079,0.0554673363122715
781039,2015,F,50-59,1804,4160,23601,0.0764374390915639
781039,2015,F,60-69,1542,3689,16877,0.0913669491023286
781039,2015,F,70-79,845,2088,7999,0.105638204775597
781039,2015,F,80+,237,695,2445,0.0969325153374233
781039,2015,M,10-19,10,14,3867,0.00258598396689941
781039,2015,M,20-29,221,512,15008,0.0147254797441365
781039,2015,M,30-39,344,888,15988,0.0215161371028271
781039,2015,M,40-49,403,1149,14002,0.028781602628196
781039,2015,M,50-59,385,1188,11044,0.0348605577689243
781039,2015,M,60-69,357,974,7512,0.0475239616613419
781039,2015,M,70-79,182,515,3521,0.0516898608349901
781039,2015,M,80+,51,144,986,0.0517241379310345
781039,2016,F,10-19,46,98,6284,0.00732017823042648
781039,2016,F,20-29,459,955,22810,0.0201227531784305
781039,2016,F,30-39,950,1963,27482,0.0345680809256968
781039,2016,F,40-49,1424,3093,27348,0.0520696211788796
781039,2016,F,50-59,1692,3925,23842,0.0709672007381931
781039,2016,F,60-69,1555,3673,17787,0.0874233991117108
781039,2016,F,70-79,842,2188,8674,0.0970717085543002
781039,2016,F,80+,266,784,2772,0.095959595959596
781039,2016,M,10-19,10,13,3031,0.00329924117452986
781039,2016,M,20-29,221,557,14140,0.0156294200848656
781039,2016,M,30-39,328,799,16116,0.0203524447753785
781039,2016,M,40-49,392,1104,14296,0.0274202574146614
781039,2016,M,50-59,370,1122,11372,0.03253605346465
781039,2016,M,60-69,317,917,7843,0.0404182073186281
781039,2016,M,70-79,195,576,3762,0.0518341307814992
781039,2016,M,80+,52,154,1157,0.0449438202247191
781039,2017,F,10-19,36,77,4773,0.00754242614707731
781039,2017,F,20-29,433,854,21494,0.0201451567879408
781039,2017,F,30-39,930,1981,27542,0.0337666109941181
781039,2017,F,40-49,1355,2885,27561,0.0491636733064838
781039,2017,F,50-59,1760,4141,24176,0.0727994705493051
781039,2017,F,60-69,1528,3689,18589,0.0821991500349669
781039,2017,F,70-79,918,2447,9386,0.0978052418495632
781039,2017,F,80+,278,845,3181,0.0873939012889029
781039,2017,M,10-19,6,9,2256,0.00265957446808511
781039,2017,M,20-29,197,492,12947,0.0152158801266703
781039,2017,M,30-39,345,925,16587,0.0207994212334961
781039,2017,M,40-49,422,1102,14594,0.0289159928737837
781039,2017,M,50-59,411,1166,11555,0.0355690177412376
781039,2017,M,60-69,333,916,8155,0.0408338442673207
781039,2017,M,70-79,177,552,4073,0.0434569113675424
781039,2017,M,80+,66,201,1312,0.0503048780487805
781039,2018,F,10-19,37,59,3362,0.0110053539559786
781039,2018,F,20-29,505,921,20031,0.0252109230692427
781039,2018,F,30-39,924,1841,27795,0.0332433890987588
781039,2018,F,40-49,1335,2727,27548,0.0484608683025991
781039,2018,F,50-59,1638,3816,24589,0.0666151531172476
781039,2018,F,60-69,1553,3761,19279,0.0805539706416308
781039,2018,F,70-79,940,2373,10139,0.092711312752737
781039,2018,F,80+,359,1008,3686,0.0973955507325014
781039,2018,M,10-19,17,28,1558,0.0109114249037227
781039,2018,M,20-29,193,471,11631,0.0165935861060958
781039,2018,M,30-39,357,976,17083,0.0208979687408535
781039,2018,M,40-49,425,1110,14759,0.0287959888881361
781039,2018,M,50-59,391,1152,11877,0.0329207712385282
781039,2018,M,60-69,338,961,8476,0.0398773006134969
781039,2018,M,70-79,192,553,4373,0.0439057855019437
781039,2018,M,80+,70,226,1493,0.0468854655056932
781039,2019,F,10-19,29,53,1990,0.014572864321608
781039,2019,F,20-29,433,826,18471,0.0234421525634779
781039,2019,F,30-39,916,1976,28013,0.0326991039874344
781039,2019,F,40-49,1319,2718,27511,0.0479444585802043
781039,2019,F,50-59,1639,3767,25009,0.0655364068935183
781039,2019,F,60-69,1542,3713,19812,0.0778316172016959
781039,2019,F,70-79,1035,2675,11117,0.0931006566519745
781039,2019,F,80+,384,1106,4235,0.0906729634002361
781039,2019,M,10-19,6,6,889,0.00674915635545557
781039,2019,M,20-29,187,425,10413,0.0179583213291078
781039,2019,M,30-39,377,964,17440,0.0216169724770642
781039,2019,M,40-49,417,1142,14908,0.0279715588945533
781039,2019,M,50-59,408,1155,12143,0.0335996047105328
781039,2019,M,60-69,358,1041,8783,0.0407605601730616
781039,2019,M,70-79,191,526,4712,0.04053480475382
781039,2019,M,80+,74,226,1691,0.0437610881135423
781039,2020,F,10-19,16,23,743,0.0215343203230148
781039,2020,F,20-29,412,788,16924,0.0243441266839991
781039,2020,F,30-39,919,2160,28081,0.0327267547452014
781039,2020,F,40-49,1289,2741,27306,0.0472057423276935
781039,2020,F,50-59,1653,3835,25522,0.0647676514379751
781039,2020,F,60-69,1580,3942,20462,0.0772163033916528
781039,2020,F,70-79,1044,2840,11882,0.0878639959602761
781039,2020,F,80+,417,1336,4820,0.0865145228215768
781039,2020,M,20-29,133,307,9278,0.0143349859883596
781039,2020,M,30-39,383,959,17596,0.0217663105251193
781039,2020,M,40-49,380,1070,14938,0.0254384790467265
781039,2020,M,50-59,385,1197,12499,0.0308024641971358
781039,2020,M,60-69,363,1101,9146,0.0396894817406516
781039,2020,M,70-79,205,570,5006,0.0409508589692369
781039,2020,M,80+,84,245,1880,0.0446808510638298
781039,2021,F,10-19,9,22,265,0.0339622641509434
781039,2021,F,20-29,441,804,14989,0.0294215758222697
781039,2021,F,30-39,902,2068,27779,0.032470571294863
781039,2021,F,40-49,1185,2542,27167,0.0436190966982
781039,2021,F,50-59,1548,3575,25765,0.0600815059188822
781039,2021,F,60-69,1571,3779,21210,0.0740688354549741
781039,2021,F,70-79,1070,2916,12586,0.0850150961385667
781039,2021,F,80+,467,1351,5502,0.0848782260996001
781039,2021,M,20-29,134,271,8027,0.0166936589012084
781039,2021,M,30-39,363,887,17395,0.0208680655360736
781039,2021,M,40-49,387,1095,15018,0.025769077107471
781039,2021,M,50-59,422,1228,12826,0.0329019179791049
781039,2021,M,60-69,350,1034,9409,0.0371984270379424
781039,2021,M,70-79,205,630,5270,0.038899430740038
781039,2021,M,80+,81,271,2123,0.0381535562882713
781039,2022,F,20-29,373,694,12907,0.0288990470287441
781039,2022,F,30-39,863,1984,27243,0.0316778622031348
781039,2022,F,40-49,1135,2582,27061,0.0419422785558553
781039,2022,F,50-59,1520,3385,26086,0.0582688031894503
781039,2022,F,60-69,1516,3905,21831,0.0694425358435253
781039,2022,F,70-79,1115,3042,13273,0.0840051231824004
781039,2022,F,80+,450,1379,6147,0.0732064421669107
781039,2022,M,20-29,89,199,6751,0.0131832321137609
781039,2022,M,30-39,343,906,17128,0.0200256889304064
781039,2022,M,40-49,358,1055,15131,0.023660035688322
781039,2022,M,50-59,395,1161,13096,0.0301618814905315
781039,2022,M,60-69,333,1073,9668,0.0344435250310302
781039,2022,M,70-79,214,673,5484,0.0390226112326769
781039,2022,M,80+,94,347,2298,0.040905134899913
781039,2023,F,20-29,316,582,11168,0.0282951289398281
781039,2023,F,30-39,761,1760,26188,0.0290591110432259
781039,2023,F,40-49,1066,2349,27201,0.0391897356714827
781039,2023,F,50-59,1328,2953,26375,0.0503507109004739
781039,2023,F,60-69,1429,3515,22348,0.0639430821550027
